iter	Passed	Remaining
285	34065	323262
286	34187	323175
287	34303	323026
288	34414	322827
289	34507	322463
290	34607	322168
291	34727	322060
292	34840	321891
293	34970	321868
294	35098	321833
295	35166	321246
296	35247	320784
297	35315	320210
298	35395	319746
299	35486	319382
300	35651	319675
301	35750	319388
302	35847	319079
303	35935	318688
304	36022	318294
305	36103	317853
306	36198	317535
307	36305	317317
308	36415	317129
309	36555	317208
310	36785	318057
311	36875	317692
312	36972	317398
313	37069	317097
314	37171	316839
315	37259	316470
316	37344	316070
317	37419	315596
318	37500	315168
319	37569	314648
320	37635	314097
321	37706	313597
322	37802	313303
323	37892	312967
324	37967	312503
325	38055	312147
326	38134	311725
327	38212	311288
328	38291	310871
329	38364	310404
330	38445	309999
331	38530	309640
332	38624	309346
333	38707	308964
334	38780	308510
335	38863	308129
336	38937	307685
337	39017	307295
338	39088	306828
339	39164	306407
340	39238	305971
341	39315	305559
342	39376	305021
343	39456	304637
344	39543	304316
345	39614	303860
346	39701	303541
347	39769	303074
348	39848	302689
349	39912	302195
350	39979	301727
351	40054	301322
352	40130	300920
353	40197	300456
354	40261	299979
355	40329	299527
356	40391	299036
357	40458	298576
358	40531	298174
359	40612	297825
360	40689	297450
361	40757	297008
362	40824	296564
363	40891	296124
364	40958	295686
365	41031	295289
366	41097	294847
367	41160	294387
368	41221	293916
369	41291	293503
370	41364	293115
371	41427	292666
372	41507	292334
373	41594	292050
374	41669	291687
375	41742	291308
376	41807	290876
377	41876	290475
378	41950	290109
379	42018	289707
380	42099	289391
381	42194	289178
382	42267	288806
383	42344	288474
384	42429	288188
385	42518	287939
386	42605	287672
387	42679	287315
388	42756	286982
389	42821	286572
390	42902	286271
391	42981	285957
392	43073	285733
393	43135	285310
394	43212	284981
395	43278	284591
396	43346	284208
397	43418	283859
398	43490	283507
399	43562	283156
400	43642	282858
401	43721	282559
402	43804	282283
403	43875	281932
404	43959	281664
405	44030	281316
406	44100	280965
407	44175	280645
408	44244	280289
409	44311	279921
410	44374	279529
411	44453	279236
412	44536	278973
413	44624	278739
414	44702	278445
415	44792	278228
416	44859	277867
417	44936	277574
418	45003	277216
419	45078	276913
420	45154	276613
421	45215	276222
422	45282	275868
423	45353	275541
424	45432	275267
425	45498	274915
426	45567	274580
427	45648	274314
428	45718	273991
429	45782	273627
430	45856	273330
431	45925	273001
432	46006	272747
433	46073	272407
434	46135	272037
435	46193	271649
436	46262	271327
437	46335	271028
438	46402	270699
439	46473	270393
440	46550	270121
441	46620	269810
442	46686	269476
443	46757	269170
444	46831	268884
445	46911	268638
446	46984	268347
447	47049	268013
448	47132	267784
449	47194	267436
450	47269	267161
451	47336	266845
452	47396	266488
453	47464	266177
454	47544	265934
455	47611	265622
456	47682	265331
457	47751	265031
458	47832	264796
459	47893	264455
460	47973	264220
461	48059	264015
462	48128	263716
463	48207	263481
464	48284	263229
465	48354	262940
466	48430	262684
467	48506	262431
468	48570	262116
469	48637	261815
470	48706	261528
471	48811	261431
472	48904	261271
473	49030	261291
474	49135	261195
475	49217	260978
476	49300	260765
477	49373	260502
478	49446	260241
479	49550	260139
480	49628	259905
481	49714	259712
482	49810	259569
483	49897	259383
484	49978	259167
485	50049	258899
486	50118	258618
487	50197	258394
488	50263	258100
489	50329	257809
490	50400	257547
491	50483	257340
492	50551	257064
493	50629	256839
494	50729	256720
495	50843	256680
496	50915	256420
497	50998	256222
498	51070	255966
499	51140	255701
500	51211	255445
501	51278	255166
502	51353	254931
503	51425	254676
504	51511	254496
505	51609	254374
506	51689	254164
507	51759	253906
508	51839	253695
509	51904	253414
510	51989	253230
511	52057	252969
512	52131	252733
513	52195	252448
514	52269	252214
515	52346	251993
516	52408	251702
517	52476	251441
518	52557	251244
519	52624	250977
520	52698	250746
521	52763	250475
522	52841	250264
523	52912	250022
524	52989	249809
525	53071	249617
526	53144	249384
527	53205	249097
528	53278	248869
529	53358	248672
530	53435	248460
531	53524	248306
532	53587	248030
533	53659	247798
534	53741	247612
535	53825	247437
536	53908	247258
537	54006	247145
538	54085	246945
539	54159	246728
540	54225	246469
541	54293	246222
542	54358	245965
543	54428	245730
544	54499	245497
545	54564	245241
546	54632	244995
547	54698	244745
548	54772	244529
549	54849	244330
550	54919	244096
551	54988	243861
552	55054	243614
553	55129	243407
554	55196	243162
555	55280	242994
556	55362	242818
557	55437	242614
558	55518	242432
559	55587	242200
560	55659	241984
561	55746	241831
562	55819	241621
563	55893	241410
564	55978	241252
565	56051	241042
566	56123	240826
567	56187	240575
568	56292	240504
569	56382	240367
570	56456	240161
571	56531	239963
572	56603	239750
573	56669	239512
574	56737	239285
575	56807	239065
576	56895	238920
577	56973	238736
578	57050	238546
579	57128	238361
580	57210	238194
581	57283	237992
582	57367	237833
583	57448	237661
584	57529	237492
585	57603	237295
586	57676	237094
587	57757	236925
588	57833	236732
589	57909	236544
590	57971	236300
591	58042	236093
592	58110	235873
593	58186	235684
594	58262	235496
595	58339	235315
596	58408	235100
597	58477	234886
598	58547	234680
599	58626	234507
600	58705	234334
601	58790	234185
602	58859	233974
603	58926	233754
604	59020	233643
605	59088	233427
606	59156	233214
607	59215	232967
608	59297	232808
609	59357	232566
610	59425	232351
611	59503	232179
612	59569	231961
613	59632	231732
614	59704	231537
615	59785	231379
616	59846	231143
617	59909	230913
618	59977	230703
619	60034	230455
620	60101	230245
621	60165	230020
622	60229	229801
623	60301	229607
624	60365	229390
625	60434	229187
626	60504	228989
627	60576	228800
628	60641	228585
629	60716	228410
630	60782	228200
631	60851	228001
632	60925	227820
633	60997	227634
634	61082	227497
635	61156	227318
636	61216	227087
637	61288	226903
638	61345	226660
639	61409	226448
640	61482	226268
641	61552	226077
642	61629	225909
643	61703	225733
644	61762	225506
645	61831	225313
646	61894	225095
647	61959	224889
648	62031	224707
649	62100	224516
650	62164	224308
651	62231	224109
652	62301	223923
653	62378	223760
654	62461	223621
655	62529	223429
656	62598	223240
657	62671	223063
658	62733	222853
659	62805	222673
660	62875	222490
661	62943	222300
662	63017	222130
663	63080	221922
664	63240	222055
665	63300	221837
666	63387	221713
667	63469	221574
668	63541	221398
669	63604	221192
670	63677	221020
671	63745	220831
672	63815	220652
673	63882	220460
674	63948	220266
675	64011	220064
676	64083	219891
677	64152	219707
678	64211	219492
679	64281	219313
680	64347	219123
681	64408	218914
682	64475	218727
683	64537	218522
684	64608	218347
685	64680	218178
686	64751	218005
687	64810	217793
688	64879	217616
689	64938	217404
690	65007	217225
691	65070	217028
692	65131	216824
693	65199	216643
694	65269	216469
695	65337	216290
696	65414	216140
697	65498	216014
698	65561	215819
699	65630	215643
700	65710	215505
701	65797	215386
702	65876	215246
703	65948	215081
704	66020	214916
705	66094	214761
706	66151	214548
707	66223	214385
708	66290	214204
709	66361	214039
710	66427	213856
711	66498	213692
712	66569	213525
713	66640	213360
714	66702	213168
715	66765	212978
716	66853	212869
717	66916	212677
718	66978	212485
719	67052	212334
720	67126	212179
721	67191	211997
722	67259	211826
723	67336	211682
724	67399	211495
725	67468	211328
726	67540	211168
727	67611	211006
728	67675	210824
729	67765	210721
730	67835	210557
731	67899	210377
732	67965	210200
733	68043	210062
734	68124	209935
735	68210	209821
736	68276	209645
737	68347	209486
738	68421	209336
739	68475	209127
740	68535	208937
741	68596	208747
742	68668	208592
743	68734	208421
744	68791	208220
745	68862	208063
746	68922	207875
747	68989	207706
748	69055	207535
749	69118	207356
750	69177	207164
751	69244	206998
752	69304	206807
753	69360	206610
754	69432	206456
755	69497	206284
756	69562	206114
757	69618	205917
758	69698	205790
759	69770	205638
760	69834	205466
761	69904	205310
762	69965	205127
763	70028	204952
764	70107	204822
765	70171	204652
766	70235	204479
767	70306	204327
768	70387	204206
769	70476	204108
770	70556	203981
771	70629	203838
772	70695	203673
773	70756	203493
774	70817	203315
775	70871	203117
776	70935	202945
777	70994	202764
778	71055	202585
779	71125	202435
780	71193	202277
781	71258	202112
782	71323	201947
783	71398	201809
784	71485	201706
785	71548	201538
786	71615	201378
787	71667	201177
788	71724	200992
789	71795	200846
790	71858	200677
791	71937	200553
792	72005	200398
793	72059	200205
794	72126	200048
795	72197	199902
796	72256	199725
797	72335	199603
798	72409	199466
799	72466	199284
800	72538	199140
801	72603	198981
802	72676	198842
803	72890	199088
804	72979	198992
805	73047	198841
806	73112	198680
807	73174	198513
808	73242	198362
809	73309	198206
810	73387	198081
811	73485	198011
812	73562	197886
813	73631	197737
814	73697	197580
815	73779	197469
816	73840	197299
817	73907	197146
818	73966	196972
819	74042	196845
820	74097	196661
821	74166	196514
822	74238	196374
823	74305	196223
824	74370	196068
825	74430	195897
826	74498	195749
827	74572	195617
828	74671	195550
829	74760	195458
830	74823	195297
831	74894	195157
832	74957	194997
833	75021	194840
834	75083	194678
835	75154	194539
836	75213	194369
837	75279	194216
838	75360	194105
839	75440	193990
840	75508	193845
841	75578	193702
842	75640	193543
843	75706	193391
844	75778	193257
845	75840	193096
846	75907	192950
847	75983	192826
848	76042	192658
849	76121	192543
850	76193	192408
851	76263	192270
852	76331	192126
853	76394	191969
854	76455	191810
855	76529	191680
856	76613	191577
857	76681	191435
858	76777	191363
859	76865	191269
860	76951	191171
861	77028	191052
862	77095	190907
863	77159	190756
864	77230	190620
865	77297	190477
866	77371	190349
867	77446	190226
868	77526	190114
869	77592	189967
870	77651	189804
871	77725	189679
872	77787	189522
873	77850	189371
874	77924	189244
875	77995	189112
876	78052	188944
877	78117	188798
878	78175	188635
879	78241	188490
880	78303	188336
881	78373	188202
882	78437	188054
883	78506	187918
884	78573	187778
885	78638	187632
886	78727	187543
887	78821	187466
888	78898	187351
889	78974	187232
890	79049	187109
891	79118	186974
892	79179	186820
893	79238	186663
894	79303	186517
895	79370	186379
896	79434	186233
897	79488	186062
898	79578	185978
899	79670	185897
900	79770	185836
901	79874	185783
902	79940	185643
903	80006	185501
904	80085	185391
905	80155	185258
906	80231	185141
907	80305	185020
908	80376	184893
909	80445	184759
910	80517	184633
911	80583	184494
912	80642	184338
913	80712	184207
914	80789	184094
915	80859	183963
916	80933	183842
917	81010	183730
918	81095	183634
919	81163	183500
920	81236	183377
921	81322	183283
922	81408	183190
923	81480	183067
924	81553	182944
925	81621	182810
926	81689	182677
927	81752	182533
928	81814	182387
929	81892	182277
930	81973	182173
931	82069	182103
932	82159	182019
933	82317	182085
934	82393	181970
935	82468	181853
936	82532	181711
937	82595	181568
938	82664	181440
939	82743	181331
940	82820	181218
941	82909	181132
942	82973	180993
943	83039	180858
944	83104	180718
945	83159	180560
946	83230	180435
947	83297	180302
948	83367	180175
949	83436	180046
950	83502	179913
951	83560	179760
952	83628	179629
953	83701	179510
954	83769	179381
955	83854	179286
956	83922	179157
957	83995	179038
958	84059	178901
959	84131	178779
960	84195	178641
961	84273	178533
962	84339	178399
963	84418	178295
964	84478	178149
965	84547	178021
966	84609	177881
967	84681	177762
968	84775	177687
969	84875	177625
970	84976	177566
971	85073	177498
972	85137	177362
973	85213	177250
974	85310	177183
975	85390	177080
976	85478	176993
977	85564	176903
978	85651	176815
979	85744	176739
980	85854	176698
981	85943	176613
982	86005	176473
983	86091	176382
984	86180	176297
985	86272	176219
986	86362	176136
987	86429	176008
988	86496	175880
989	86566	175756
990	86644	175650
991	86708	175515
992	86780	175396
993	86842	175258
994	86902	175114
995	86961	174969
996	87028	174842
997	87098	174721
998	87171	174605
999	87246	174493
1000	87335	174408
1001	87403	174284
1002	87470	174156
1003	87525	174005
1004	87587	173867
1005	87646	173725
1006	87713	173598
1007	87778	173467
1008	87833	173317
1009	87903	173196
1010	87955	173040
1011	88018	172906
1012	88085	172779
1013	88154	172657
1014	88219	172526
1015	88308	172445
1016	88385	172338
1017	88448	172204
1018	88513	172075
1019	88587	171964
1020	88662	171853
1021	88728	171727
1022	88808	171627
1023	88861	171474
1024	88933	171359
1025	88989	171213
1026	89050	171077
1027	89103	170926
1028	89160	170783
1029	89232	170667
1030	89282	170511
1031	89344	170377
1032	89400	170233
1033	89466	170107
1034	89537	169991
1035	89617	169892
1036	89676	169753
1037	89731	169607
1038	89788	169466
1039	89843	169319
1040	89910	169196
1041	89964	169050
1042	90027	168919
1043	90088	168787
1044	90150	168655
1045	90203	168506
1046	90253	168353
1047	90323	168237
1048	90381	168097
1049	90430	167941
1050	90495	167817
1051	90551	167675
1052	90611	167541
1053	90677	167418
1054	90749	167306
1055	90804	167162
1056	90862	167025
1057	90917	166882
1058	90970	166737
1059	91026	166596
1060	91090	166470
1061	91154	166343
1062	91221	166224
1063	91307	166138
1064	91379	166027
1065	91447	165908
1066	91509	165780
1067	91617	165735
1068	91709	165659
1069	91781	165550
1070	91860	165452
1071	91933	165343
1072	91997	165218
1073	92059	165089
1074	92113	164948
1075	92176	164820
1076	92232	164682
1077	92305	164573
1078	92364	164441
1079	92413	164290
1080	92475	164163
1081	92528	164019
1082	92584	163881
1083	92633	163732
1084	92702	163618
1085	92774	163508
1086	92836	163381
1087	92895	163249
1088	92948	163107
1089	93013	162987
1090	93082	162872
1091	93142	162743
1092	93202	162613
1093	93247	162458
1094	93317	162346
1095	93375	162213
1096	93436	162086
1097	93486	161941
1098	93539	161799
1099	93602	161677
1100	93662	161548
1101	93720	161417
1102	93778	161284
1103	93841	161163
1104	93891	161017
1105	93974	160928
1106	94049	160827
1107	94110	160701
1108	94173	160579
1109	94253	160486
1110	94322	160373
1111	94384	160249
1112	94453	160137
1113	94502	159992
1114	94557	159857
1115	94619	159734
1116	94684	159615
1117	94734	159471
1118	94797	159351
1119	94857	159225
1120	94929	159118
1121	94982	158981
1122	95053	158873
1123	95116	158752
1124	95169	158616
1125	95238	158504
1126	95300	158383
1127	95354	158248
1128	95411	158118
1129	95457	157969
1130	95526	157859
1131	95581	157726
1132	95643	157605
1133	95701	157476
1134	95757	157346
1135	95816	157219
1136	95877	157096
1137	95941	156980
1138	95989	156836
1139	96058	156727
1140	96109	156588
1141	96167	156461
1142	96237	156353
1143	96292	156222
1144	96356	156105
1145	96410	155973
1146	96487	155878
1147	96557	155770
1148	96622	155656
1149	96696	155555
1150	96758	155435
1151	96815	155307
1152	96892	155213
1153	96956	155097
1154	97015	154972
1155	97089	154872
1156	97155	154760
1157	97211	154630
1158	97271	154510
1159	97332	154390
1160	97397	154275
1161	97456	154152
1162	97512	154024
1163	97573	153904
1164	97624	153768
1165	97680	153641
1166	97739	153519
1167	97788	153381
1168	97855	153270
1169	97911	153143
1170	97976	153030
1171	98034	152907
1172	98104	152801
1173	98174	152696
1174	98223	152559
1175	98288	152447
1176	98340	152315
1177	98391	152181
1178	98447	152055
1179	98501	151925
1180	98553	151794
1181	98613	151674
1182	98674	151556
1183	98720	151415
1184	98805	151335
1185	98876	151232
1186	98952	151138
1187	99011	151018
1188	99083	150916
1189	99131	150780
1190	99189	150657
1191	99257	150551
1192	99316	150431
1193	99382	150322
1194	99441	150202
1195	99496	150076
1196	99548	149945
1197	99606	149825
1198	99661	149699
1199	99715	149573
1200	99777	149458
1201	99840	149344
1202	99911	149244
1203	99981	149141
1204	100035	149015
1205	100092	148894
1206	100148	148771
1207	100204	148648
1208	100266	148533
1209	100339	148436
1210	100411	148336
1211	100488	148245
1212	100538	148113
1213	100602	148003
1214	100648	147866
1215	100720	147768
1216	100837	147735
1217	100892	147610
1218	100943	147482
1219	100997	147357
1220	101054	147236
1221	101118	147126
1222	101188	147025
1223	101263	146930
1224	101348	146851
1225	101411	146740
1226	101467	146619
1227	101532	146511
1228	101582	146381
1229	101646	146271
1230	101699	146146
1231	101769	146046
1232	101829	145931
1233	101881	145805
1234	101943	145692
1235	101998	145570
1236	102082	145489
1237	102150	145387
1238	102217	145282
1239	102284	145177
1240	102369	145099
1241	102424	144977
1242	102492	144874
1243	102562	144774
1244	102645	144692
1245	102703	144575
1246	102763	144462
1247	102833	144362
1248	102893	144249
1249	102956	144139
1250	103014	144022
1251	103076	143911
1252	103135	143796
1253	103190	143676
1254	103254	143568
1255	103312	143452
1256	103367	143333
1257	103420	143210
1258	103486	143104
1259	103550	142998
1260	103614	142890
1261	103677	142783
1262	103729	142659
1263	103789	142546
1264	103851	142436
1265	103905	142315
1266	103960	142197
1267	104023	142088
1268	104084	141978
1269	104141	141862
1270	104203	141752
1271	104282	141667
1272	104351	141567
1273	104414	141459
1274	104474	141347
1275	104527	141227
1276	104598	141129
1277	104657	141017
1278	104718	140907
1279	104786	140806
1280	104844	140692
1281	104914	140595
1282	104983	140496
1283	105042	140383
1284	105113	140287
1285	105168	140169
1286	105239	140073
1287	105299	139963
1288	105358	139850
1289	105419	139742
1290	105479	139631
1291	105537	139518
1292	105602	139414
1293	105656	139296
1294	105714	139183
1295	105762	139058
1296	105815	138938
1297	105864	138815
1298	105948	138736
1299	106018	138639
1300	106077	138529
1301	106131	138411
1302	106192	138303
1303	106255	138197
1304	106312	138083
1305	106363	137963
1306	106426	137857
1307	106479	137739
1308	106544	137636
1309	106596	137517
1310	106652	137403
1311	106729	137317
1312	106788	137206
1313	106845	137093
1314	106896	136973
1315	106955	136864
1316	107013	136753
1317	107061	136629
1318	107125	136525
1319	107175	136405
1320	107239	136302
1321	107311	136209
1322	107378	136110
1323	107439	136004
1324	107489	135882
1325	107544	135769
1326	107606	135663
1327	107665	135555
1328	107733	135457
1329	107787	135341
1330	107850	135238
1331	107902	135121
1332	107966	135018
1333	108028	134913
1334	108088	134806
1335	108160	134714
1336	108234	134625
1337	108301	134527
1338	108384	134449
1339	108443	134340
1340	108495	134223
1341	108558	134120
1342	108611	134005
1343	108676	133905
1344	108728	133788
1345	108783	133676
1346	108858	133587
1347	108910	133472
1348	108977	133374
1349	109030	133259
1350	109094	133158
1351	109156	133054
1352	109212	132943
1353	109285	132853
1354	109341	132743
1355	109404	132641
1356	109473	132546
1357	109536	132444
1358	109593	132335
1359	109649	132224
1360	109709	132118
1361	109773	132018
1362	109832	131911
1363	109886	131799
1364	109939	131686
1365	109999	131580
1366	110059	131475
1367	110110	131360
1368	110256	131357
1369	110318	131255
1370	110383	131155
1371	110440	131047
1372	110497	130938
1373	110561	130838
1374	110628	130742
1375	110712	130666
1376	110774	130563
1377	110830	130455
1378	110895	130356
1379	110945	130240
1380	110999	130129
1381	111058	130024
1382	111127	129929
1383	111198	129839
1384	111251	129726
1385	111301	129611
1386	111359	129504
1387	111416	129397
1388	111467	129282
1389	111537	129191
1390	111595	129085
1391	111653	128978
1392	111720	128883
1393	111773	128771
1394	111849	128687
1395	111914	128589
1396	111975	128487
1397	112041	128391
1398	112102	128288
1399	112158	128181
1400	112215	128074
1401	112280	127977
1402	112338	127872
1403	112401	127772
1404	112448	127655
1405	112502	127545
1406	112555	127434
1407	112610	127326
1408	112663	127215
1409	112713	127102
1410	112767	126992
1411	112825	126889
1412	112877	126777
1413	112942	126680
1414	113028	126608
1415	113090	126508
1416	113155	126411
1417	113222	126317
1418	113284	126217
1419	113352	126124
1420	113401	126010
1421	113467	125915
1422	113533	125820
1423	113591	125715
1424	113651	125614
1425	113706	125507
1426	113767	125407
1427	113833	125312
1428	113885	125202
1429	113953	125110
1430	114000	124994
1431	114069	124902
1432	114115	124786
1433	114192	124703
1434	114250	124600
1435	114338	124530
1436	114426	124459
1437	114489	124362
1438	114581	124295
1439	114664	124219
1440	114704	124097
1441	114763	123995
1442	114812	123882
1443	114887	123798
1444	114932	123681
1445	114990	123579
1446	115057	123485
1447	115109	123376
1448	115177	123285
1449	115226	123172
1450	115292	123079
1451	115364	122991
1452	115427	122894
1453	115509	122818
1454	115590	122740
1455	115676	122667
1456	115752	122584
1457	115813	122485
1458	115884	122397
1459	115943	122296
1460	116003	122196
1461	116066	122100
1462	116115	121989
1463	116168	121881
1464	116225	121778
1465	116280	121673
1466	116338	121572
1467	116398	121472
1468	116449	121364
1469	116511	121267
1470	116560	121156
1471	116616	121053
1472	116671	120948
1473	116723	120841
1474	116788	120747
1475	116847	120647
1476	116941	120583
1477	117042	120527
1478	117117	120443
1479	117186	120353
1480	117253	120262
1481	117319	120169
1482	117402	120094
1483	117496	120029
1484	117555	119930
1485	117619	119835
1486	117696	119754
1487	117770	119669
1488	117838	119580
1489	117896	119478
1490	117952	119376
1491	118024	119290
1492	118093	119200
1493	118157	119106
1494	118238	119029
1495	118335	118968
1496	118424	118899
1497	118505	118821
1498	118572	118730
1499	118650	118650
1500	118739	118580
1501	118828	118512
1502	118885	118411
1503	118952	118320
1504	119007	118216
1505	119072	118123
1506	119147	118040
1507	119197	117932
1508	119249	117827
1509	119304	117724
1510	119361	117623
1511	119412	117516
1512	119465	117412
1513	119521	117311
1514	119577	117209
1515	119644	117118
1516	119694	117011
1517	119854	117012
1518	119915	116915
1519	119984	116826
1520	120057	116742
1521	120121	116648
1522	120197	116566
1523	120255	116467
1524	120311	116366
1525	120380	116278
1526	120431	116172
1527	120483	116067
1528	120538	115965
1529	120604	115874
1530	120657	115771
1531	120739	115695
1532	120831	115629
1533	120911	115551
1534	120993	115475
1535	121088	115412
1536	121162	115328
1537	121231	115240
1538	121290	115143
1539	121339	115035
1540	121404	114944
1541	121467	114850
1542	121525	114752
1543	121598	114668
1544	121654	114567
1545	121710	114467
1546	121776	114376
1547	121827	114272
1548	121900	114188
1549	121958	114090
1550	122028	114003
1551	122083	113902
1552	122140	113804
1553	122191	113699
1554	122242	113594
1555	122292	113490
1556	122351	113393
1557	122428	113312
1558	122501	113229
1559	122571	113143
1560	122633	113048
1561	122693	112953
1562	122751	112855
1563	122816	112765
1564	122869	112662
1565	122924	112563
1566	122978	112462
1567	123028	112357
1568	123072	112247
1569	123139	112158
1570	123205	112069
1571	123275	111983
1572	123360	111910
1573	123417	111812
1574	123504	111741
1575	123583	111664
1576	123660	111584
1577	123730	111498
1578	123782	111396
1579	123858	111315
1580	123914	111217
1581	123970	111118
1582	124031	111024
1583	124086	110926
1584	124152	110836
1585	124220	110748
1586	124277	110651
1587	124344	110563
1588	124416	110479
1589	124463	110372
1590	124534	110288
1591	124585	110186
1592	124649	110095
1593	124723	110013
1594	124791	109926
1595	124866	109844
1596	124923	109747
1597	124974	109646
1598	125043	109559
1599	125102	109464
1600	125155	109364
1601	125202	109259
1602	125261	109164
1603	125322	109071
1604	125391	108985
1605	125456	108895
1606	125513	108799
1607	125579	108710
1608	125645	108622
1609	125697	108521
1610	125756	108426
1611	125813	108330
1612	125876	108240
1613	125926	108137
1614	125993	108050
1615	126055	107958
1616	126114	107864
1617	126162	107760
1618	126212	107658
1619	126287	107578
1620	126341	107480
1621	126399	107385
1622	126460	107292
1623	126520	107199
1624	126590	107115
1625	126644	107016
1626	126701	106921
1627	126753	106821
1628	126813	106729
1629	126877	106639
1630	126932	106542
1631	126990	106447
1632	127062	106365
1633	127138	106285
1634	127193	106188
1635	127258	106100
1636	127310	106001
1637	127378	105915
1638	127430	105816
1639	127480	105715
1640	127536	105619
1641	127601	105531
1642	127663	105441
1643	127721	105346
1644	127790	105261
1645	127846	105166
1646	127909	105076
1647	127973	104987
1648	128039	104900
1649	128104	104812
1650	128154	104712
1651	128220	104625
1652	128271	104526
1653	128319	104424
1654	128381	104334
1655	128438	104240
1656	128510	104157
1657	128558	104056
1658	128623	103968
1659	128680	103874
1660	128740	103782
1661	128819	103706
1662	128937	103661
1663	129002	103574
