iter	Passed	Remaining
1664	129062	103482
1665	129130	103397
1666	129186	103302
1667	129242	103208
1668	129301	103115
1669	129378	103038
1670	129472	102973
1671	129554	102899
1672	129631	102821
1673	129683	102724
1674	129756	102642
1675	129821	102556
1676	129874	102458
1677	129944	102375
1678	130013	102291
1679	130078	102204
1680	130134	102110
1681	130192	102018
1682	130248	101923
1683	130302	101828
1684	130354	101730
1685	130411	101637
1686	130468	101543
1687	130525	101450
1688	130605	101376
1689	130666	101285
1690	130722	101191
1691	130782	101101
1692	130839	101008
1693	130898	100917
1694	130970	100835
1695	131064	100770
1696	131156	100705
1697	131219	100616
1698	131292	100536
1699	131368	100457
1700	131431	100370
1701	131502	100287
1702	131564	100199
1703	131634	100116
1704	131707	100035
1705	131784	99958
1706	131864	99883
1707	131967	99825
1708	132057	99757
1709	132138	99683
1710	132211	99603
1711	132292	99528
1712	132378	99457
1713	132451	99377
1714	132534	99304
1715	132613	99228
1716	132689	99149
1717	132769	99074
1718	132839	98992
1719	132908	98908
1720	132976	98824
1721	133043	98739
1722	133124	98665
1723	133206	98591
1724	133269	98503
1725	133335	98418
1726	133413	98340
1727	133482	98257
1728	133555	98177
1729	133617	98089
1730	133690	98009
1731	133773	97936
1732	133863	97868
1733	133938	97789
1734	134014	97710
1735	134072	97619
1736	134129	97527
1737	134194	97441
1738	134264	97359
1739	134316	97263
1740	134407	97196
1741	134488	97121
1742	134579	97055
1743	134664	96983
1744	134749	96911
1745	134832	96838
1746	134909	96760
1747	134979	96679
1748	135050	96597
1749	135122	96516
1750	135220	96453
1751	135306	96382
1752	135394	96312
1753	135469	96234
1754	135550	96159
1755	135619	96076
1756	135715	96012
1757	135798	95939
1758	135878	95864
1759	135950	95783
1760	136001	95687
1761	136070	95604
1762	136140	95522
1763	136199	95432
1764	136262	95344
1765	136317	95252
1766	136378	95164
1767	136442	95077
1768	136509	94993
1769	136602	94927
1770	136675	94847
1771	136752	94769
1772	136815	94682
1773	136878	94595
1774	136939	94507
1775	137001	94419
1776	137085	94347
1777	137172	94277
1778	137261	94208
1779	137350	94139
1780	137409	94049
1781	137499	93981
1782	137588	93912
1783	137664	93834
1784	137751	93763
1785	137829	93687
1786	137891	93599
1787	137964	93519
1788	138107	93487
1789	138225	93437
1790	138296	93356
1791	138355	93266
1792	138436	93191
1793	138521	93120
1794	138588	93035
1795	138648	92947
1796	138706	92856
1797	138792	92785
1798	138891	92723
1799	139006	92671
1800	139152	92639
1801	139253	92578
1802	139331	92501
1803	139411	92425
1804	139494	92352
1805	139566	92271
1806	139644	92194
1807	139721	92117
1808	139782	92029
1809	139855	91949
1810	139938	91875
1811	140010	91794
1812	140072	91707
1813	140146	91628
1814	140217	91546
1815	140285	91463
1816	140350	91378
1817	140425	91300
1818	140486	91211
1819	140552	91127
1820	140623	91045
1821	140713	90977
1822	140793	90901
1823	140866	90822
1824	140934	90738
1825	140999	90653
1826	141066	90569
1827	141135	90487
1828	141199	90401
1829	141265	90317
1830	141331	90233
1831	141394	90146
1832	141496	90085
1833	141591	90019
1834	141694	89958
1835	141787	89891
1836	141858	89810
1837	141908	89715
1838	141990	89641
1839	142068	89564
1840	142142	89485
1841	142193	89391
1842	142255	89305
1843	142306	89211
1844	142370	89126
1845	142422	89033
1846	142476	88941
1847	142547	88860
1848	142612	88776
1849	142676	88690
1850	142727	88597
1851	142804	88520
1852	142862	88431
1853	142911	88336
1854	142976	88252
1855	143034	88163
1856	143110	88085
1857	143170	87998
1858	143224	87906
1859	143277	87815
1860	143331	87724
1861	143390	87636
1862	143454	87551
1863	143524	87469
1864	143595	87388
1865	143659	87304
1866	143722	87218
1867	143797	87140
1868	143859	87054
1869	143936	86977
1870	143998	86891
1871	144054	86801
1872	144116	86716
1873	144178	86630
1874	144247	86548
1875	144310	86463
1876	144368	86375
1877	144426	86286
1878	144505	86211
1879	144562	86122
1880	144626	86037
1881	144690	85953
1882	144749	85865
1883	144816	85782
1884	144879	85697
1885	144942	85612
1886	145010	85531
1887	145071	85444
1888	145140	85363
1889	145205	85279
1890	145266	85193
1891	145346	85118
1892	145425	85042
1893	145479	84952
1894	145538	84865
1895	145594	84776
1896	145644	84684
1897	145719	84606
1898	145765	84511
1899	145830	84428
1900	145906	84350
1901	145962	84262
1902	146029	84179
1903	146084	84090
1904	146151	84008
1905	146217	83925
1906	146284	83843
1907	146342	83755
1908	146394	83664
1909	146452	83577
1910	146505	83487
1911	146593	83417
1912	146659	83334
1913	146713	83245
1914	146778	83161
1915	146847	83080
1916	146897	82989
1917	146970	82910
1918	147027	82822
1919	147082	82733
1920	147144	82648
1921	147205	82563
1922	147267	82478
1923	147317	82387
1924	147385	82306
1925	147442	82218
1926	147568	82169
1927	147646	82094
1928	147695	82002
1929	147753	81915
1930	147818	81831
1931	147899	81758
1932	147963	81674
1933	148022	81588
1934	148080	81501
1935	148139	81415
1936	148183	81321
1937	148241	81234
1938	148299	81147
1939	148360	81062
1940	148413	80973
1941	148472	80887
1942	148535	80803
1943	148602	80722
1944	148672	80642
1945	148725	80553
1946	148789	80469
1947	148856	80388
1948	148911	80300
1949	148982	80221
1950	149052	80141
1951	149099	80049
1952	149156	79962
1953	149211	79874
1954	149274	79791
1955	149319	79698
1956	149376	79611
1957	149423	79519
1958	149473	79429
1959	149526	79340
1960	149583	79254
1961	149633	79163
1962	149694	79079
1963	149750	78992
1964	149811	78908
1965	149876	78826
1966	149953	78750
1967	150050	78685
1968	150133	78612
1969	150212	78537
1970	150303	78468
1971	150360	78382
1972	150437	78306
1973	150517	78232
1974	150605	78162
1975	150680	78085
1976	150757	78009
1977	150838	77935
1978	150931	77868
1979	151019	77797
1980	151103	77725
1981	151176	77647
1982	151241	77565
1983	151319	77490
1984	151392	77412
1985	151466	77334
1986	151543	77258
1987	151616	77180
1988	151697	77107
1989	151777	77032
1990	151865	76962
1991	151934	76882
1992	152020	76811
1993	152099	76736
1994	152163	76653
1995	152235	76575
1996	152310	76498
1997	152376	76417
1998	152442	76335
1999	152491	76245
2000	152559	76165
2001	152617	76080
2002	152671	75992
2003	152737	75911
2004	152790	75823
2005	152860	75744
2006	152930	75665
2007	152994	75583
2008	153061	75502
2009	153122	75418
2010	153175	75331
2011	153253	75255
2012	153332	75180
2013	153388	75094
2014	153443	75008
2015	153507	74926
2016	153567	74842
2017	153632	74760
2018	153699	74680
2019	153771	74602
2020	153823	74513
2021	153897	74437
2022	153979	74363
2023	154078	74298
2024	154144	74217
2025	154218	74140
2026	154282	74058
2027	154355	73980
2028	154423	73900
2029	154493	73821
2030	154554	73738
2031	154626	73660
2032	154686	73577
2033	154755	73497
2034	154814	73413
2035	154888	73336
2036	154956	73256
2037	155019	73173
2038	155093	73097
2039	155158	73015
2040	155225	72935
2041	155295	72856
2042	155368	72778
2043	155431	72696
2044	155499	72617
2045	155586	72546
2046	155653	72465
2047	155729	72389
2048	155795	72309
2049	155865	72230
2050	155932	72150
2051	156006	72073
2052	156072	71992
2053	156144	71914
2054	156208	71833
2055	156277	71753
2056	156338	71671
2057	156410	71593
2058	156479	71513
2059	156549	71435
2060	156621	71357
2061	156692	71279
2062	156756	71197
2063	156921	71162
2064	156992	71083
2065	157054	71001
2066	157120	70920
2067	157192	70843
2068	157272	70768
2069	157367	70701
2070	157457	70631
2071	157536	70556
2072	157595	70473
2073	157645	70385
2074	157711	70305
2075	157776	70224
2076	157840	70142
2077	157919	70068
2078	158020	70003
2079	158108	69932
2080	158170	69850
2081	158224	69764
2082	158282	69680
2083	158355	69603
2084	158417	69521
2085	158491	69444
2086	158580	69374
2087	158666	69302
2088	158745	69228
2089	158814	69148
2090	158885	69070
2091	158948	68989
2092	159011	68907
2093	159078	68827
2094	159144	68747
2095	159208	68666
2096	159268	68583
2097	159327	68500
2098	159396	68421
2099	159466	68342
2100	159532	68262
2101	159593	68180
2102	159666	68103
2103	159742	68027
2104	159825	67954
2105	159905	67880
2106	159978	67802
2107	160030	67716
2108	160086	67632
2109	160163	67557
2110	160216	67471
2111	160288	67393
2112	160356	67314
2113	160436	67240
2114	160504	67161
2115	160583	67086
2116	160668	67014
2117	160742	66938
2118	160814	66860
2119	160879	66780
2120	160944	66699
2121	161021	66624
2122	161085	66543
2123	161155	66465
2124	161215	66382
2125	161287	66305
2126	161351	66224
2127	161416	66144
2128	161485	66065
2129	161552	65986
2130	161617	65905
2131	161690	65829
2132	161754	65748
2133	161817	65667
2134	161886	65588
2135	161957	65510
2136	162019	65429
2137	162087	65350
2138	162148	65268
2139	162211	65187
2140	162274	65106
2141	162339	65026
2142	162409	64948
2143	162502	64879
2144	162569	64800
2145	162651	64727
2146	162738	64655
2147	162817	64581
2148	162882	64501
2149	162952	64423
2150	163018	64343
2151	163079	64261
2152	163139	64179
2153	163210	64102
2154	163283	64025
2155	163367	63952
2156	163449	63879
2157	163522	63802
2158	163608	63730
2159	163671	63650
2160	163740	63571
2161	163812	63494
2162	163882	63416
2163	163956	63339
2164	164032	63264
2165	164104	63186
2166	164167	63106
2167	164242	63030
2168	164315	62953
2169	164376	62871
2170	164449	62795
2171	164524	62719
2172	164593	62641
2173	164667	62564
2174	164743	62488
2175	164815	62411
2176	164879	62331
2177	164945	62252
2178	165014	62173
2179	165100	62101
2180	165177	62026
2181	165246	61948
2182	165307	61867
2183	165390	61794
2184	165470	61720
2185	165540	61642
2186	165615	61566
2187	165691	61490
2188	165753	61409
2189	165814	61328
2190	165894	61254
2191	165969	61178
2192	166035	61099
2193	166110	61023
2194	166192	60949
2195	166346	60902
2196	166408	60822
2197	166482	60745
2198	166552	60667
2199	166616	60587
2200	166686	60509
2201	166752	60430
2202	166824	60353
2203	166887	60273
2204	166945	60191
2205	167006	60110
2206	167072	60031
2207	167137	59951
2208	167212	59875
2209	167280	59797
2210	167348	59718
2211	167428	59644
2212	167509	59570
2213	167591	59497
2214	167654	59417
2215	167727	59340
2216	167795	59262
2217	167871	59186
2218	167933	59105
2219	167997	59026
2220	168059	58945
2221	168121	58865
2222	168195	58788
2223	168258	58708
2224	168326	58630
2225	168401	58554
2226	168463	58474
2227	168531	58395
2228	168599	58317
2229	168680	58243
2230	168758	58169
2231	168829	58091
2232	168907	58017
2233	168967	57935
2234	169027	57854
2235	169093	57776
2236	169162	57698
2237	169221	57617
2238	169288	57538
2239	169353	57459
2240	169427	57382
2241	169499	57306
2242	169569	57228
2243	169649	57154
2244	169722	57078
2245	169806	57005
2246	169883	56930
2247	169951	56852
2248	170015	56772
2249	170088	56696
2250	170151	56616
2251	170221	56539
2252	170296	56463
2253	170374	56388
2254	170449	56312
2255	170524	56236
2256	170593	56159
2257	170662	56081
2258	170725	56001
2259	170799	55925
2260	170861	55845
2261	170928	55767
2262	171004	55691
2263	171078	55615
2264	171156	55540
2265	171228	55464
2266	171296	55386
2267	171363	55307
2268	171433	55230
2269	171501	55152
2270	171571	55075
2271	171643	54998
2272	171715	54921
2273	171782	54843
2274	171849	54765
2275	171920	54688
2276	171988	54610
2277	172056	54532
2278	172130	54456
2279	172212	54382
2280	172285	54306
2281	172354	54228
2282	172432	54154
2283	172509	54079
2284	172572	53999
2285	172638	53921
2286	172704	53842
2287	172776	53766
2288	172850	53690
2289	172921	53613
2290	172979	53532
2291	173046	53454
2292	173115	53376
2293	173183	53298
2294	173254	53221
2295	173323	53144
2296	173390	53066
2297	173459	52988
2298	173528	52911
2299	173592	52832
2300	173656	52753
2301	173729	52677
2302	173803	52601
2303	173876	52525
2304	173953	52450
2305	174038	52377
2306	174101	52298
2307	174173	52221
2308	174242	52144
2309	174318	52069
2310	174396	51994
2311	174479	51921
2312	174558	51846
2313	174634	51771
2314	174696	51692
2315	174766	51615
2316	174843	51540
2317	174892	51456
2318	174952	51376
2319	175010	51296
2320	175068	51215
2321	175131	51136
2322	175185	51054
2323	175241	50973
2324	175292	50891
2325	175357	50813
2326	175414	50732
2327	175477	50653
2328	175527	50570
2329	175600	50494
2330	175696	50425
2331	175773	50350
2332	175922	50295
2333	176023	50227
2334	176094	50151
2335	176165	50074
2336	176237	49998
2337	176303	49919
2338	176375	49843
2339	176436	49764
2340	176505	49686
2341	176568	49608
2342	176643	49532
2343	176709	49454
2344	176778	49377
2345	176856	49302
2346	176938	49229
2347	177005	49151
2348	177072	49073
2349	177139	48995
2350	177206	48918
2351	177273	48840
2352	177335	48761
2353	177416	48687
2354	177482	48609
2355	177545	48531
2356	177613	48453
2357	177687	48378
2358	177751	48299
2359	177821	48222
2360	177891	48145
2361	177951	48066
2362	178020	47989
2363	178086	47911
2364	178161	47836
2365	178236	47760
2366	178301	47682
2367	178366	47604
2368	178436	47527
2369	178512	47452
2370	178583	47376
2371	178647	47297
2372	178712	47219
2373	178773	47140
2374	178847	47065
2375	178915	46987
2376	178999	46914
2377	179071	46838
2378	179148	46763
2379	179238	46692
2380	179318	46618
2381	179399	46544
2382	179462	46465
2383	179534	46389
2384	179603	46312
2385	179673	46236
2386	179743	46159
2387	179813	46082
2388	179879	46005
2389	179947	45927
2390	180015	45850
2391	180093	45776
2392	180159	45698
2393	180243	45625
2394	180327	45552
2395	180391	45474
2396	180457	45396
2397	180525	45319
2398	180593	45242
2399	180656	45164
2400	180725	45087
2401	180789	45009
2402	180861	44933
2403	180923	44854
2404	180982	44775
2405	181042	44696
2406	181108	44618
2407	181173	44540
2408	181235	44462
2409	181309	44387
2410	181378	44310
2411	181451	44234
2412	181519	44157
2413	181594	44082
2414	181673	44007
2415	181753	43933
2416	181825	43857
2417	181896	43781
2418	181967	43705
2419	182037	43628
2420	182103	43551
2421	182180	43476
2422	182251	43400
2423	182325	43324
2424	182392	43247
2425	182460	43170
2426	182516	43090
2427	182581	43013
2428	182643	42935
2429	182711	42858
2430	182781	42781
2431	182851	42705
2432	182928	42630
2433	182991	42552
2434	183060	42476
2435	183126	42398
2436	183202	42323
2437	183272	42247
2438	183351	42173
2439	183416	42095
2440	183479	42017
2441	183553	41942
2442	183616	41864
2443	183678	41786
2444	183753	41710
2445	183832	41636
2446	183898	41559
2447	183978	41485
2448	184050	41409
2449	184120	41333
2450	184197	41258
2451	184263	41181
2452	184332	41104
2453	184402	41028
2454	184468	40951
2455	184536	40874
2456	184619	40801
2457	184695	40726
2458	184759	40648
2459	184831	40572
2460	184900	40496
2461	184965	40418
2462	185029	40341
2463	185171	40280
2464	185238	40203
2465	185303	40126
2466	185369	40049
2467	185437	39972
2468	185507	39896
2469	185565	39817
2470	185637	39741
2471	185705	39665
2472	185775	39588
2473	185838	39511
2474	185909	39435
2475	185968	39356
2476	186037	39280
2477	186097	39202
2478	186163	39125
2479	186225	39047
2480	186297	38971
2481	186377	38897
2482	186456	38823
2483	186520	38745
2484	186576	38666
2485	186650	38591
2486	186705	38512
2487	186783	38437
2488	186839	38358
2489	186916	38284
2490	187007	38212
2491	187096	38139
2492	187169	38064
2493	187220	37984
2494	187283	37907
2495	187338	37828
2496	187404	37751
2497	187473	37674
2498	187524	37595
2499	187577	37515
2500	187628	37435
2501	187690	37358
2502	187743	37278
2503	187803	37200
2504	187874	37124
2505	187964	37052
2506	188021	36974
2507	188080	36896
2508	188134	36817
2509	188198	36739
2510	188242	36658
2511	188309	36582
2512	188381	36506
2513	188433	36427
2514	188493	36349
2515	188550	36271
2516	188624	36196
2517	188696	36120
2518	188776	36046
2519	188834	35968
2520	188901	35891
2521	188977	35817
2522	189036	35739
2523	189101	35662
2524	189164	35585
2525	189215	35505
2526	189262	35425
2527	189335	35350
2528	189418	35277
2529	189507	35204
2530	189569	35127
2531	189634	35051
2532	189712	34976
2533	189797	34903
2534	189879	34829
2535	189955	34755
2536	190022	34678
2537	190077	34600
2538	190147	34524
2539	190217	34448
2540	190288	34373
2541	190336	34293
2542	190425	34221
2543	190517	34149
2544	190585	34073
2545	190657	33997
2546	190730	33922
2547	190812	33849
2548	190873	33771
2549	190950	33697
2550	191036	33624
2551	191096	33546
2552	191183	33473
2553	191250	33397
2554	191311	33320
2555	191377	33244
2556	191446	33168
2557	191512	33091
2558	191574	33014
2559	191631	32936
2560	191693	32859
2561	191756	32782
2562	191812	32704
2563	191874	32627
2564	191944	32552
2565	192008	32475
2566	192065	32397
2567	192137	32322
2568	192218	32248
2569	192292	32173
2570	192356	32096
2571	192423	32020
2572	192480	31942
2573	192537	31865
2574	192601	31788
2575	192652	31709
2576	192710	31632
2577	192771	31555
2578	192825	31477
2579	192875	31398
2580	192938	31321
2581	192996	31244
2582	193047	31165
2583	193105	31088
2584	193165	31011
2585	193291	30944
2586	193366	30869
2587	193429	30793
2588	193483	30715
2589	193542	30638
2590	193593	30559
2591	193650	30482
2592	193705	30404
2593	193761	30326
2594	193812	30248
2595	193868	30170
2596	193918	30092
2597	193976	30014
2598	194026	29936
2599	194075	29857
2600	194129	29780
2601	194182	29702
2602	194234	29623
2603	194294	29547
2604	194345	29468
2605	194404	29391
2606	194456	29313
2607	194515	29236
2608	194571	29159
2609	194626	29082
2610	194691	29006
2611	194745	28928
2612	194807	28852
2613	194863	28774
2614	194916	28697
2615	194981	28621
2616	195031	28543
2617	195082	28465
2618	195137	28387
2619	195203	28312
2620	195257	28234
2621	195304	28156
2622	195356	28078
2623	195410	28000
2624	195462	27923
2625	195516	27845
2626	195570	27768
2627	195637	27692
2628	195705	27617
2629	195765	27541
2630	195821	27464
2631	195873	27386
2632	195933	27310
2633	195986	27232
2634	196037	27155
2635	196097	27078
2636	196156	27002
2637	196217	26926
2638	196278	26849
2639	196330	26772
2640	196383	26695
2641	196450	26619
2642	196501	26542
2643	196556	26465
2644	196614	26388
2645	196668	26311
2646	196729	26235
2647	196791	26159
2648	196853	26083
2649	196919	26008
2650	196968	25930
2651	197018	25853
2652	197071	25776
2653	197117	25698
2654	197167	25620
2655	197233	25545
2656	197287	25468
2657	197344	25391
2658	197394	25314
2659	197450	25238
2660	197508	25161
2661	197569	25085
2662	197618	25008
2663	197676	24932
2664	197764	24859
2665	197834	24784
2666	197914	24711
2667	197989	24637
2668	198059	24562
2669	198121	24486
2670	198175	24410
2671	198237	24334
2672	198304	24259
2673	198380	24185
2674	198442	24109
2675	198509	24034
2676	198573	23959
2677	198627	23882
2678	198696	23808
2679	198760	23732
2680	198818	23656
2681	198874	23580
2682	198924	23503
2683	199014	23430
2684	199090	23356
2685	199149	23281
2686	199211	23205
2687	199271	23129
2688	199323	23053
2689	199394	22978
2690	199454	22902
2691	199522	22828
2692	199599	22754
2693	199762	22690
2694	199828	22615
2695	199886	22539
2696	199942	22462
2697	200000	22386
2698	200060	22311
2699	200122	22235
2700	200179	22159
2701	200243	22084
2702	200314	22010
2703	200441	21941
2704	200519	21868
2705	200599	21794
2706	200660	21719
2707	200744	21645
2708	200816	21571
2709	200892	21497
2710	200956	21422
2711	201029	21348
2712	201090	21272
2713	201141	21196
2714	201202	21120
2715	201260	21044
2716	201322	20969
2717	201379	20893
2718	201447	20818
2719	201511	20743
2720	201564	20667
2721	201623	20591
2722	201680	20516
2723	201739	20440
2724	201800	20365
2725	201857	20289
2726	201924	20214
2727	201979	20138
2728	202044	20063
2729	202109	19988
2730	202171	19913
2731	202220	19837
2732	202296	19763
2733	202356	19687
2734	202414	19612
2735	202472	19536
2736	202535	19461
2737	202597	19386
2738	202666	19312
2739	202722	19236
2740	202793	19162
2741	202846	19086
2742	202905	19010
2743	202970	18936
2744	203067	18864
2745	203148	18790
2746	203221	18716
2747	203290	18642
2748	203346	18566
2749	203437	18494
2750	203518	18421
2751	203577	18345
2752	203633	18270
2753	203698	18195
2754	203757	18120
2755	203824	18045
2756	203886	17970
2757	203953	17895
2758	204013	17820
2759	204090	17746
2760	204159	17672
2761	204237	17599
2762	204311	17525
2763	204372	17450
2764	204431	17374
2765	204491	17299
2766	204553	17224
2767	204614	17149
2768	204675	17074
2769	204751	17001
2770	204831	16927
2771	204917	16854
2772	204995	16781
2773	205089	16708
2774	205184	16636
2775	205288	16565
2776	205383	16492
2777	205460	16419
2778	205510	16343
2779	205580	16268
2780	205651	16194
2781	205707	16119
2782	205772	16044
2783	205827	15969
2784	205880	15893
2785	205936	15818
2786	205996	15743
2787	206052	15668
2788	206108	15593
2789	206168	15518
2790	206250	15444
2791	206314	15370
2792	206375	15295
2793	206420	15219
2794	206487	15144
2795	206535	15069
2796	206592	14994
2797	206655	14919
2798	206706	14843
2799	206760	14768
2800	206810	14693
2801	206866	14617
2802	206928	14543
2803	206988	14468
2804	207036	14392
2805	207102	14318
2806	207160	14243
2807	207242	14170
2808	207318	14096
2809	207410	14024
2810	207492	13950
2811	207545	13875
2812	207603	13800
2813	207670	13726
2814	207742	13652
2815	207810	13578
2816	207905	13506
2817	207980	13432
2818	208075	13359
2819	208144	13285
2820	208225	13212
2821	208285	13137
2822	208349	13063
2823	208413	12988
2824	208465	12913
2825	208532	12839
2826	208586	12764
2827	208651	12690
2828	208728	12616
2829	208789	12542
2830	208859	12468
2831	208935	12394
2832	208983	12319
2833	209048	12244
2834	209120	12171
2835	209185	12096
2836	209256	12022
2837	209315	11948
2838	209431	11876
2839	209513	11803
2840	209574	11729
2841	209628	11654
2842	209688	11579
2843	209752	11505
2844	209822	11431
2845	209879	11356
2846	209954	11283
2847	210044	11210
2848	210095	11135
2849	210165	11061
2850	210225	10986
2851	210280	10912
2852	210347	10838
2853	210406	10763
2854	210464	10689
2855	210534	10615
2856	210616	10541
2857	210711	10469
2858	210775	10395
2859	210847	10321
2860	210907	10246
2861	210963	10172
2862	211019	10097
2863	211085	10023
2864	211151	9949
2865	211212	9875
2866	211283	9801
2867	211363	9728
2868	211429	9653
2869	211515	9580
2870	211609	9508
2871	211696	9434
2872	211747	9360
2873	211802	9285
2874	211859	9211
2875	211909	9136
2876	211971	9062
2877	212024	8987
2878	212114	8914
2879	212176	8840
2880	212239	8766
2881	212310	8692
2882	212405	8619
2883	212491	8546
2884	212571	8473
2885	212651	8399
2886	212720	8326
2887	212814	8253
2888	212912	8180
2889	212991	8106
2890	213061	8033
2891	213141	7959
2892	213202	7885
2893	213282	7812
2894	213356	7738
2895	213432	7664
2896	213505	7590
2897	213571	7517
2898	213634	7442
2899	213705	7369
2900	213769	7295
2901	213836	7221
2902	213893	7146
2903	213960	7073
2904	214033	6999
2905	214099	6925
2906	214175	6851
2907	214241	6777
2908	214309	6704
2909	214378	6630
2910	214464	6556
2911	214527	6482
2912	214603	6409
2913	214665	6335
2914	214735	6261
2915	214802	6187
2916	214874	6114
2917	214942	6040
2918	215004	5966
2919	215088	5892
2920	215170	5819
2921	215250	5745
2922	215337	5672
2923	215393	5598
2924	215454	5524
2925	215511	5450
2926	215592	5376
2927	215688	5303
2928	215785	5230
2929	215876	5157
2930	215925	5083
2931	216005	5009
2932	216095	4936
2933	216181	4862
2934	216285	4789
2935	216381	4716
2936	216485	4643
2937	216554	4569
2938	216622	4496
2939	216710	4422
2940	216793	4349
2941	216866	4275
2942	216926	4201
2943	216989	4127
2944	217052	4053
2945	217147	3980
2946	217229	3906
2947	217311	3833
2948	217399	3759
2949	217489	3686
2950	217568	3612
2951	217635	3538
2952	217694	3464
2953	217781	3391
2954	217867	3317
2955	217945	3244
2956	218030	3170
2957	218100	3096
2958	218168	3022
2959	218224	2948
2960	218297	2875
2961	218370	2801
2962	218424	2727
2963	218483	2653
2964	218541	2579
2965	218622	2506
2966	218690	2432
2967	218751	2358
2968	218814	2284
2969	218965	2211
2970	219062	2138
2971	219269	2065
2972	219438	1992
2973	219586	1919
2974	219692	1846
2975	219787	1772
2976	219883	1698
2977	219986	1625
2978	220075	1551
2979	220169	1477
2980	220253	1403
2981	220338	1330
2982	220427	1256
2983	220515	1182
2984	220610	1108
2985	220733	1034
2986	220846	961
2987	220931	887
2988	221008	813
2989	221076	739
2990	221148	665
2991	221222	591
2992	221289	517
2993	221356	443
2994	221427	369
2995	221488	295
2996	221570	221
2997	221644	147
2998	221742	73
2999	221817	0
