iter	RMSE
1664	8.664082172
1665	8.664004838
1666	8.66391565
1667	8.663836608
1668	8.663723211
1669	8.663632893
1670	8.663544878
1671	8.663451623
1672	8.663394355
1673	8.663306229
1674	8.663217133
1675	8.663141121
1676	8.663083932
1677	8.663006697
1678	8.662937527
1679	8.662847088
1680	8.662775688
1681	8.662705553
1682	8.662611267
1683	8.66251678
1684	8.662436447
1685	8.662372864
1686	8.66230596
1687	8.662247676
1688	8.66214921
1689	8.662065438
1690	8.66200412
1691	8.66193335
1692	8.661867234
1693	8.661779761
1694	8.661731509
1695	8.661655648
1696	8.661591462
1697	8.661462436
1698	8.661373228
1699	8.661298111
1700	8.661203012
1701	8.661100892
1702	8.661044829
1703	8.660974507
1704	8.660878879
1705	8.660781741
1706	8.660699574
1707	8.660591573
1708	8.660526684
1709	8.66043493
1710	8.660338593
1711	8.660251479
1712	8.66015369
1713	8.660063289
1714	8.659978032
1715	8.659898289
1716	8.659807417
1717	8.659723235
1718	8.659630438
1719	8.659543967
1720	8.659478802
1721	8.659408156
1722	8.659333582
1723	8.65925573
1724	8.659193275
1725	8.659142403
1726	8.659047777
1727	8.6589749
1728	8.658880531
1729	8.65882281
1730	8.658755804
1731	8.658690493
1732	8.658590543
1733	8.658511293
1734	8.658394538
1735	8.658322458
1736	8.658252106
1737	8.658181484
1738	8.658123942
1739	8.658080061
1740	8.657979638
1741	8.657913962
1742	8.6578453
1743	8.657762996
1744	8.657671014
1745	8.657581689
1746	8.657510827
1747	8.657418391
1748	8.657318792
1749	8.657265006
1750	8.65717538
1751	8.657074806
1752	8.65699046
1753	8.656931863
1754	8.656834361
1755	8.656753777
1756	8.656663437
1757	8.656579663
1758	8.656480753
1759	8.656416109
1760	8.656311727
1761	8.656244977
1762	8.656165637
1763	8.65607027
1764	8.6560021
1765	8.655924714
1766	8.65583198
1767	8.655758285
1768	8.655667811
1769	8.655588398
1770	8.655514648
1771	8.655414238
1772	8.655340563
1773	8.655270981
1774	8.655181714
1775	8.655088471
1776	8.654999457
1777	8.654916738
1778	8.654817412
1779	8.654768908
1780	8.654651457
1781	8.654542288
1782	8.654441987
1783	8.654380786
1784	8.654304983
1785	8.654212862
1786	8.654135545
1787	8.654059723
1788	8.653986268
1789	8.65390727
1790	8.653830904
1791	8.653754293
1792	8.65365339
1793	8.653572523
1794	8.653500557
1795	8.65341806
1796	8.653298493
1797	8.65320152
1798	8.653113293
1799	8.653035862
1800	8.652959072
1801	8.65285136
1802	8.652745566
1803	8.652656787
1804	8.652574235
1805	8.652501366
1806	8.652412957
1807	8.652343522
1808	8.652262658
1809	8.652169853
1810	8.652084422
1811	8.652001749
1812	8.651928099
1813	8.651833842
1814	8.651753565
1815	8.651667852
1816	8.651595625
1817	8.651505667
1818	8.651451165
1819	8.651376922
1820	8.651285778
1821	8.651220078
1822	8.651130797
1823	8.651068863
1824	8.651000439
1825	8.650924672
1826	8.650846897
1827	8.650773949
1828	8.650694385
1829	8.650613436
1830	8.650515319
1831	8.650455969
1832	8.650388533
1833	8.650313369
1834	8.650251579
1835	8.650151686
1836	8.650061747
1837	8.65000901
1838	8.649911257
1839	8.649822781
1840	8.649736214
1841	8.649672362
1842	8.649600103
1843	8.649510991
1844	8.649423803
1845	8.649325027
1846	8.649248934
1847	8.649167992
1848	8.649100295
1849	8.649023121
1850	8.648947266
1851	8.648884092
1852	8.648828592
1853	8.648773397
1854	8.648667355
1855	8.648590609
1856	8.648497941
1857	8.648433073
1858	8.648342199
1859	8.648273682
1860	8.648220331
1861	8.648146931
1862	8.648070348
1863	8.647986392
1864	8.647926313
1865	8.647849735
1866	8.647773276
1867	8.647702481
1868	8.647656567
1869	8.647567852
1870	8.64746078
1871	8.647386708
1872	8.647300839
1873	8.647225744
1874	8.647125693
1875	8.647033543
1876	8.646966308
1877	8.646903397
1878	8.646819117
1879	8.646756036
1880	8.646693734
1881	8.646636551
1882	8.646549248
1883	8.646466524
1884	8.646386161
1885	8.646309155
1886	8.646247347
1887	8.64617406
1888	8.646088644
1889	8.646017502
1890	8.645917685
1891	8.645842555
1892	8.645770554
1893	8.645703001
1894	8.645594634
1895	8.645529735
1896	8.645459718
1897	8.645376054
1898	8.645294252
1899	8.645228062
1900	8.645145148
1901	8.645066928
1902	8.644963546
1903	8.644862314
1904	8.644744718
1905	8.644659414
1906	8.644579341
1907	8.64450572
1908	8.644443509
1909	8.644352062
1910	8.644250231
1911	8.644177429
1912	8.64407976
1913	8.643986596
1914	8.643916883
1915	8.643841559
1916	8.643724269
1917	8.643646955
1918	8.643578639
1919	8.643496895
1920	8.643436454
1921	8.643353379
1922	8.643275921
1923	8.643193876
1924	8.643123997
1925	8.64307246
1926	8.642987687
1927	8.642915779
1928	8.642817304
1929	8.64272326
1930	8.642626047
1931	8.642534701
1932	8.642470671
1933	8.642383028
1934	8.6422854
1935	8.642204152
1936	8.642121137
1937	8.642023859
1938	8.641944855
1939	8.641864174
1940	8.641775984
1941	8.641692145
1942	8.641629677
1943	8.641567936
1944	8.641498089
1945	8.641428713
1946	8.641350128
1947	8.641256425
1948	8.64117531
1949	8.641098927
1950	8.64101457
1951	8.640952131
1952	8.640880945
1953	8.640806352
1954	8.640740126
1955	8.640685788
1956	8.640629067
1957	8.640552116
1958	8.640476725
1959	8.640401062
1960	8.640315899
1961	8.640250107
1962	8.640176696
1963	8.640097441
1964	8.640030354
1965	8.639961412
1966	8.639873161
1967	8.639799683
1968	8.639728273
1969	8.639635984
1970	8.63955443
1971	8.639484335
1972	8.639407824
1973	8.639319414
1974	8.639231935
1975	8.639145338
1976	8.639050079
1977	8.638962744
1978	8.638896847
1979	8.638810519
1980	8.638716009
1981	8.638646963
1982	8.63859242
1983	8.638511053
1984	8.638408319
1985	8.638281664
1986	8.638220562
1987	8.638162614
1988	8.638085083
1989	8.638023052
1990	8.637946124
1991	8.637863133
1992	8.637769637
1993	8.637711923
1994	8.63762427
1995	8.637537356
1996	8.637454278
1997	8.637365801
1998	8.63728473
1999	8.637211115
2000	8.637137499
2001	8.637063629
2002	8.637008456
2003	8.636928733
2004	8.63685775
2005	8.636787193
2006	8.636721748
2007	8.636628901
2008	8.636558091
2009	8.636461939
2010	8.636382074
2011	8.636316688
2012	8.636204485
2013	8.636126094
2014	8.636034331
2015	8.635946428
2016	8.63587182
2017	8.635782769
2018	8.635685019
2019	8.635572402
2020	8.635498201
2021	8.635433616
2022	8.635370949
2023	8.635295411
2024	8.635215608
2025	8.635139898
2026	8.635062618
2027	8.634983911
2028	8.634920829
2029	8.634810784
2030	8.634719528
2031	8.634625886
2032	8.634560861
2033	8.634458855
2034	8.634392464
2035	8.634288299
2036	8.634227578
2037	8.634149569
2038	8.634061883
2039	8.633969641
2040	8.633898469
2041	8.633814153
2042	8.633710457
2043	8.633646189
2044	8.633580804
2045	8.633519544
2046	8.63345183
2047	8.633369043
2048	8.633281838
2049	8.633210201
2050	8.633103205
2051	8.633020168
2052	8.632939491
2053	8.632850197
2054	8.632793357
2055	8.63270713
2056	8.632650414
2057	8.632569273
2058	8.632463652
2059	8.632391273
2060	8.632326719
2061	8.632255744
2062	8.632182604
2063	8.632104927
2064	8.632028735
2065	8.63195589
2066	8.63186424
2067	8.63180434
2068	8.631750802
2069	8.631664093
2070	8.631592389
2071	8.631507762
2072	8.631430584
2073	8.631372487
2074	8.631277893
2075	8.631225557
2076	8.631157279
2077	8.631094919
2078	8.630985311
2079	8.630923011
2080	8.630835397
2081	8.630776341
2082	8.630691674
2083	8.630604108
2084	8.630543799
2085	8.630473965
2086	8.630393988
2087	8.630311311
2088	8.630245909
2089	8.63016603
2090	8.63008766
2091	8.630011887
2092	8.629966903
2093	8.629878929
2094	8.629801351
2095	8.62971326
2096	8.629629013
2097	8.629552684
2098	8.629478887
2099	8.629405214
2100	8.629333219
2101	8.629275474
2102	8.629178126
2103	8.62908892
2104	8.629012845
2105	8.628912648
2106	8.628853703
2107	8.628795043
2108	8.628750747
2109	8.62869149
2110	8.628594556
2111	8.628528525
2112	8.62845536
2113	8.628382285
2114	8.628297335
2115	8.628224716
2116	8.628146841
2117	8.628089652
2118	8.628001103
2119	8.627921398
2120	8.627832258
2121	8.627749375
2122	8.627673187
2123	8.627576798
2124	8.627508758
2125	8.62743329
2126	8.627359471
2127	8.627259974
2128	8.62719112
2129	8.627120721
2130	8.627038007
2131	8.626964274
2132	8.626893775
2133	8.626812565
2134	8.626733938
2135	8.626638235
2136	8.626578536
2137	8.626506148
2138	8.626425834
2139	8.62635772
2140	8.626282142
2141	8.626218467
2142	8.626117137
2143	8.626047034
2144	8.625947575
2145	8.625829269
2146	8.62576044
2147	8.625673164
2148	8.625590727
2149	8.625528681
2150	8.625469391
2151	8.625387217
2152	8.625343411
2153	8.625225709
2154	8.625130886
2155	8.62506222
2156	8.624987663
2157	8.624917791
2158	8.62479801
2159	8.62471679
2160	8.624620386
2161	8.624565352
2162	8.624493815
2163	8.62441116
2164	8.624293153
2165	8.624223538
2166	8.624155384
2167	8.624077027
2168	8.624007008
2169	8.623925766
2170	8.623853023
2171	8.623760099
2172	8.623690379
2173	8.623612479
2174	8.623527556
2175	8.623454408
2176	8.623389195
2177	8.623313113
2178	8.623238599
2179	8.623172144
2180	8.623064549
2181	8.623003692
2182	8.622899658
2183	8.622840022
2184	8.622757035
2185	8.622645463
2186	8.622564695
2187	8.6224903
2188	8.622427992
2189	8.622384553
2190	8.622312678
2191	8.622229433
2192	8.622146761
2193	8.622067741
2194	8.622017601
2195	8.62193978
2196	8.621871524
2197	8.621792319
2198	8.621709919
2199	8.621637817
2200	8.621567634
2201	8.621482901
2202	8.621404891
2203	8.621307515
2204	8.621255721
2205	8.621195487
2206	8.621081579
2207	8.621003529
2208	8.620920961
2209	8.62084299
2210	8.620743185
2211	8.620641152
2212	8.620565292
2213	8.620481555
2214	8.620421771
2215	8.620350068
2216	8.620265536
2217	8.620185671
2218	8.62011035
2219	8.620029643
2220	8.619934861
2221	8.619855415
2222	8.619769518
2223	8.619680246
2224	8.619622108
2225	8.619527474
2226	8.619479368
2227	8.619394999
2228	8.619333573
2229	8.619241006
2230	8.61916877
2231	8.619092217
2232	8.619019457
2233	8.618915771
2234	8.618844038
2235	8.618775761
2236	8.618684232
2237	8.618611262
2238	8.618553928
2239	8.61848367
2240	8.61842833
2241	8.618328664
2242	8.618257248
2243	8.618196945
2244	8.618100684
2245	8.617990532
2246	8.617915513
2247	8.617840633
2248	8.61776462
2249	8.617706569
2250	8.617644371
2251	8.617566118
2252	8.6174964
2253	8.617442877
2254	8.617367254
2255	8.617277395
2256	8.617178703
2257	8.617111038
2258	8.617043333
2259	8.616953586
2260	8.616873987
2261	8.616808639
2262	8.616720703
2263	8.616644506
2264	8.616568853
2265	8.616489579
2266	8.616397427
2267	8.616344032
2268	8.616271716
2269	8.61618462
2270	8.616131705
2271	8.616049081
2272	8.615984742
2273	8.61593031
2274	8.615868946
2275	8.615802041
2276	8.615722792
2277	8.615640813
2278	8.61557985
2279	8.615510505
2280	8.615442075
2281	8.615368387
2282	8.615302928
2283	8.615213037
2284	8.6151382
2285	8.615055158
2286	8.614977964
2287	8.614917783
2288	8.614831
2289	8.614750565
2290	8.614698607
2291	8.614623356
2292	8.614538421
2293	8.614452191
2294	8.614389885
2295	8.614300743
2296	8.614254125
2297	8.614165763
2298	8.614085842
2299	8.614020839
2300	8.613913545
2301	8.613843921
2302	8.613746935
2303	8.613664244
2304	8.613601829
2305	8.613528494
2306	8.613456145
2307	8.61338878
2308	8.613317249
2309	8.613239692
2310	8.613150877
2311	8.613080983
2312	8.613022147
2313	8.612939686
2314	8.612855754
2315	8.612760051
2316	8.612666356
2317	8.612582771
2318	8.612508207
2319	8.612409404
2320	8.612333861
2321	8.612254346
2322	8.612187875
2323	8.612088712
2324	8.612020247
2325	8.611941132
2326	8.611879242
2327	8.611818379
2328	8.611749421
2329	8.611666013
2330	8.611588
2331	8.611497223
2332	8.611418231
2333	8.611322118
2334	8.611256451
2335	8.611201675
2336	8.61110419
2337	8.611016084
2338	8.610944119
2339	8.610877125
2340	8.610804185
2341	8.61072813
2342	8.610637573
2343	8.610543499
2344	8.61047309
2345	8.610394551
2346	8.610310221
2347	8.610260117
2348	8.610202172
2349	8.610130735
2350	8.610058822
2351	8.610002122
2352	8.609931841
2353	8.609847268
2354	8.609775933
2355	8.609691754
2356	8.609607756
2357	8.609534146
2358	8.609449101
2359	8.609348197
2360	8.609243137
2361	8.609152287
2362	8.609078094
2363	8.609000536
2364	8.608900762
2365	8.60881106
2366	8.608698356
2367	8.608616093
2368	8.608552576
2369	8.608474606
2370	8.608392014
2371	8.608292707
2372	8.608216396
2373	8.6081238
2374	8.608038995
2375	8.607963372
2376	8.607877312
2377	8.607821214
2378	8.607759358
2379	8.607683889
2380	8.607581717
2381	8.607488742
2382	8.607402891
2383	8.607348377
2384	8.607250189
2385	8.607171617
2386	8.607107685
2387	8.607041816
2388	8.606971898
2389	8.606895604
2390	8.606815762
2391	8.606743522
2392	8.606665236
2393	8.60656895
2394	8.606489544
2395	8.606424038
2396	8.606355062
2397	8.606294532
2398	8.606227774
2399	8.606159096
2400	8.606080378
2401	8.606004279
2402	8.605922705
2403	8.605837818
2404	8.605749675
2405	8.605696617
2406	8.605661701
2407	8.605590266
2408	8.605536763
2409	8.605465814
2410	8.605387716
2411	8.605327692
2412	8.605245691
2413	8.605179034
2414	8.605097654
2415	8.605024144
2416	8.604968283
2417	8.604873808
2418	8.604795345
2419	8.60470071
2420	8.604642949
2421	8.604567024
2422	8.604490001
2423	8.604425386
2424	8.604364989
2425	8.604296036
2426	8.604235823
2427	8.604166057
2428	8.604084842
2429	8.604004406
2430	8.603933858
2431	8.603847402
2432	8.603763886
2433	8.603686076
2434	8.603582954
2435	8.603490328
2436	8.603404214
2437	8.60333958
2438	8.603278428
2439	8.603187611
2440	8.603110998
2441	8.603040386
2442	8.602931898
2443	8.602879577
2444	8.602818645
2445	8.602735121
2446	8.602679639
2447	8.602603285
2448	8.602548203
2449	8.602467695
2450	8.602387418
2451	8.602287183
2452	8.602219915
2453	8.602160239
2454	8.602087229
2455	8.601991827
2456	8.601919142
2457	8.601839101
2458	8.601761624
2459	8.601675051
2460	8.601588151
2461	8.60149911
2462	8.6014404
2463	8.601387066
2464	8.601317967
2465	8.60124354
2466	8.601133468
2467	8.601077685
2468	8.601001813
2469	8.600948133
2470	8.60085931
2471	8.600794521
2472	8.600716752
2473	8.600615365
2474	8.600545202
2475	8.600484504
2476	8.60042501
2477	8.600355868
2478	8.600257704
2479	8.600180346
2480	8.600098707
2481	8.60004343
2482	8.599953672
2483	8.599865713
2484	8.599787157
2485	8.59971955
2486	8.59964009
2487	8.599537179
2488	8.599445098
2489	8.599371634
2490	8.599283202
2491	8.599183522
2492	8.599116957
2493	8.59906588
2494	8.599013219
2495	8.598929122
2496	8.598844581
2497	8.598777714
2498	8.598704432
2499	8.598654422
2500	8.598597159
2501	8.598513353
2502	8.598419783
2503	8.598346243
2504	8.598258128
2505	8.598180296
2506	8.598105877
2507	8.598006617
2508	8.597940106
2509	8.597876916
2510	8.597812594
2511	8.59772036
2512	8.597638542
2513	8.597559228
2514	8.597478264
2515	8.597398308
2516	8.597330894
2517	8.59726416
2518	8.597173016
2519	8.59710089
2520	8.597015198
2521	8.596963143
2522	8.596841597
2523	8.596770883
2524	8.596696246
2525	8.596623924
2526	8.59655501
2527	8.596486393
2528	8.596427646
2529	8.596351381
2530	8.596258457
2531	8.596182239
2532	8.596119193
2533	8.596031477
2534	8.595953641
2535	8.595875656
2536	8.595815054
2537	8.595720897
2538	8.595659019
2539	8.595591132
2540	8.595493302
2541	8.595427489
2542	8.595365667
2543	8.595317072
2544	8.595247144
2545	8.595188876
2546	8.595134002
2547	8.595066481
2548	8.595011945
2549	8.594937898
2550	8.594864417
2551	8.594777673
2552	8.594697284
2553	8.594614898
2554	8.594535988
2555	8.594467067
2556	8.594375139
2557	8.594286078
2558	8.59423581
2559	8.594147388
2560	8.594071913
2561	8.59400865
2562	8.593943819
2563	8.59387363
2564	8.593803267
2565	8.593720824
2566	8.593664125
2567	8.593574895
2568	8.593500984
2569	8.59343983
2570	8.593344103
2571	8.593262069
2572	8.593201769
2573	8.593150181
2574	8.593091563
2575	8.593041167
2576	8.592970821
2577	8.592912719
2578	8.592826284
2579	8.592740208
2580	8.592672123
2581	8.5925606
2582	8.592487079
2583	8.592397523
2584	8.592322698
2585	8.592248644
2586	8.592161367
2587	8.592099383
2588	8.592022212
2589	8.591943042
2590	8.591866051
2591	8.591784625
2592	8.591725644
2593	8.591665957
2594	8.591583663
2595	8.591494283
2596	8.591442832
2597	8.591361584
2598	8.591304161
2599	8.591242759
2600	8.59114657
2601	8.591085
2602	8.591025104
2603	8.590953319
2604	8.590888697
2605	8.590823638
2606	8.590765546
2607	8.590688668
2608	8.590605325
2609	8.590529503
2610	8.590458117
2611	8.590378285
2612	8.59029581
2613	8.590187914
2614	8.590116431
2615	8.590016076
2616	8.589919772
2617	8.589856538
2618	8.589792312
2619	8.589722395
2620	8.589657495
2621	8.58960153
2622	8.589529783
2623	8.589468036
2624	8.589398119
2625	8.589327824
2626	8.589221564
2627	8.589137283
2628	8.589056188
2629	8.588948957
2630	8.588880652
2631	8.588832335
2632	8.588772382
2633	8.588719565
2634	8.58866055
2635	8.588591789
2636	8.588523065
2637	8.588446822
2638	8.588365418
2639	8.588295087
2640	8.588196911
2641	8.588115159
2642	8.588067163
2643	8.587991568
2644	8.587924394
2645	8.587852472
2646	8.587797251
2647	8.587701679
2648	8.58762309
2649	8.587530367
2650	8.587467693
2651	8.587395247
2652	8.587310941
2653	8.587243265
2654	8.587157909
2655	8.587101174
2656	8.587026259
2657	8.58694263
2658	8.586882198
2659	8.586814333
2660	8.586742752
2661	8.586663317
2662	8.586589751
2663	8.586520872
2664	8.586438333
2665	8.586380263
2666	8.586300433
2667	8.586197147
2668	8.586125417
2669	8.586043352
2670	8.58597518
2671	8.585906707
2672	8.585839497
2673	8.585786503
2674	8.585720551
2675	8.58563862
2676	8.585556348
2677	8.585504068
2678	8.585443509
2679	8.585384365
2680	8.585309485
2681	8.585230123
2682	8.585156092
2683	8.585117931
2684	8.585067832
2685	8.585013108
2686	8.584939278
2687	8.584849065
2688	8.584746282
2689	8.584686424
2690	8.584634127
2691	8.584552176
2692	8.584463812
2693	8.584389414
2694	8.584312689
2695	8.584228874
2696	8.584183952
2697	8.584144029
2698	8.584080438
2699	8.584009833
2700	8.583921565
2701	8.583835135
2702	8.583766276
2703	8.58371868
2704	8.583626128
2705	8.583577559
2706	8.583512645
2707	8.583463428
2708	8.583377894
2709	8.583314437
2710	8.583260479
2711	8.583199376
2712	8.583116265
2713	8.583049233
2714	8.582981393
2715	8.582886144
2716	8.582785208
2717	8.582696338
2718	8.582612504
2719	8.582560459
2720	8.582497356
2721	8.582422195
2722	8.582354295
2723	8.582290346
2724	8.582195695
2725	8.582119539
2726	8.582035805
2727	8.581956322
2728	8.581880573
2729	8.581818805
2730	8.581748411
2731	8.58167397
2732	8.581606354
2733	8.581524369
2734	8.581434522
2735	8.581371616
2736	8.581278778
2737	8.58121606
2738	8.581157748
2739	8.581089429
2740	8.581011287
2741	8.580917031
2742	8.580842118
2743	8.580757705
2744	8.580662575
2745	8.580564807
2746	8.580489695
2747	8.580416716
2748	8.580311981
2749	8.580238694
2750	8.580173186
2751	8.580105048
2752	8.58002407
2753	8.579932783
2754	8.579876438
2755	8.57980878
2756	8.579735503
2757	8.579676273
2758	8.579604378
2759	8.579541483
2760	8.579488179
2761	8.579432256
2762	8.579351029
2763	8.579283977
2764	8.579218084
2765	8.579156079
2766	8.579097039
2767	8.579031615
2768	8.578938053
2769	8.5788597
2770	8.578790506
2771	8.578712155
2772	8.578639602
2773	8.578577975
2774	8.578510788
2775	8.578436979
2776	8.578365114
2777	8.578283452
2778	8.578226775
2779	8.578161407
2780	8.578073264
2781	8.578008358
2782	8.577945772
2783	8.577858082
2784	8.577786531
2785	8.577716632
2786	8.57762798
2787	8.577569352
2788	8.577509717
2789	8.577456827
2790	8.577416109
2791	8.577362458
2792	8.577292609
2793	8.577219731
2794	8.577118018
2795	8.577058216
2796	8.576983372
2797	8.576893866
2798	8.576796718
2799	8.576739467
2800	8.576674966
2801	8.576609914
2802	8.576549417
2803	8.576456341
2804	8.576401046
2805	8.576332967
2806	8.576272634
2807	8.576230825
2808	8.576176686
2809	8.576104169
2810	8.576013509
2811	8.575925187
2812	8.575868281
2813	8.575762175
2814	8.575693542
2815	8.575644523
2816	8.57559448
2817	8.575532308
2818	8.575453482
2819	8.575391663
2820	8.575329376
2821	8.57525988
2822	8.575192313
2823	8.575123221
2824	8.575022663
2825	8.574961562
2826	8.574878658
2827	8.574782478
2828	8.574694788
2829	8.574624321
2830	8.574550067
2831	8.574463542
2832	8.574395676
2833	8.574297613
2834	8.574226487
2835	8.574167404
2836	8.574111242
2837	8.574042727
2838	8.573967499
2839	8.573911261
2840	8.573819905
2841	8.573755792
2842	8.573694465
2843	8.573626893
2844	8.573535857
2845	8.573471829
2846	8.57342061
2847	8.573346395
2848	8.573269702
2849	8.573198839
2850	8.573127556
2851	8.573056043
2852	8.572991669
2853	8.572913033
2854	8.572828164
2855	8.57274981
2856	8.572686084
2857	8.57262258
2858	8.572533923
2859	8.572448274
2860	8.572380099
2861	8.572311619
2862	8.572217571
2863	8.572161715
2864	8.572071027
2865	8.571997919
2866	8.571916756
2867	8.571826964
2868	8.571739282
2869	8.571663715
2870	8.571595331
2871	8.571529425
2872	8.571442839
2873	8.571359993
2874	8.571295259
2875	8.571236582
2876	8.571162794
2877	8.5710702
2878	8.570992706
2879	8.570930651
2880	8.570851866
2881	8.570787352
2882	8.570709061
2883	8.570629606
2884	8.570570233
2885	8.570483664
2886	8.570399775
2887	8.570346998
2888	8.570282097
2889	8.570219352
2890	8.570166315
2891	8.570092049
2892	8.570014194
2893	8.569964666
2894	8.569904748
2895	8.569822529
2896	8.569729321
2897	8.569672723
2898	8.569613022
2899	8.569530524
2900	8.56943763
2901	8.569365274
2902	8.569299634
2903	8.569236695
2904	8.569171014
2905	8.569097866
2906	8.568985233
2907	8.568904475
2908	8.568835012
2909	8.56876477
2910	8.568677048
2911	8.568620502
2912	8.568569437
2913	8.568508934
2914	8.568407036
2915	8.568302204
2916	8.568219597
2917	8.568129458
2918	8.568072014
2919	8.56799908
2920	8.567916647
2921	8.567840448
2922	8.567755926
2923	8.567699158
2924	8.567618979
2925	8.567534873
2926	8.567476653
2927	8.567386234
2928	8.5673229
2929	8.567249371
2930	8.567176301
2931	8.567067673
2932	8.567002002
2933	8.566918086
2934	8.566868562
2935	8.566798362
2936	8.5667258
2937	8.566648636
2938	8.566589163
2939	8.566511058
2940	8.566426071
2941	8.566336295
2942	8.566266039
2943	8.566181072
2944	8.566125335
2945	8.566020308
2946	8.565944822
2947	8.565888515
2948	8.565788391
2949	8.565705463
2950	8.565603433
2951	8.565522856
2952	8.56545342
2953	8.565394859
2954	8.565337136
2955	8.565268528
2956	8.565181504
2957	8.565087539
2958	8.56501003
2959	8.564934083
2960	8.564872285
2961	8.564791529
2962	8.564735458
2963	8.564679706
2964	8.564600085
2965	8.564504457
2966	8.564412023
2967	8.564347288
2968	8.564276963
2969	8.564203078
2970	8.564131562
2971	8.564063835
2972	8.564002646
2973	8.563927143
2974	8.563855802
2975	8.563792252
2976	8.563706459
2977	8.563655917
2978	8.563568674
2979	8.563491431
2980	8.56341996
2981	8.563357573
2982	8.563292061
2983	8.563221457
2984	8.563118464
2985	8.56304333
2986	8.562971117
2987	8.562886203
2988	8.562827421
2989	8.562756714
2990	8.562675554
2991	8.562601192
2992	8.562513303
2993	8.562439178
2994	8.562359374
2995	8.562274244
2996	8.56219577
2997	8.56209897
2998	8.562048711
2999	8.561976332
