iter	RMSE
238	8.833900611
239	8.833643025
240	8.833387217
241	8.833170052
242	8.832851565
243	8.832727344
244	8.832520895
245	8.832277047
246	8.831988502
247	8.831769991
248	8.831493551
249	8.831262342
250	8.830982219
251	8.83079399
252	8.830623636
253	8.830381896
254	8.830148679
255	8.829883306
256	8.829682164
257	8.829479639
258	8.829267454
259	8.829066814
260	8.828837028
261	8.828652432
262	8.828433459
263	8.828239397
264	8.828027804
265	8.827797606
266	8.827599074
267	8.827429311
268	8.827181427
269	8.827013333
270	8.826860591
271	8.826649682
272	8.826476878
273	8.826277796
274	8.826034737
275	8.82583261
276	8.825650275
277	8.825495245
278	8.825292173
279	8.825076396
280	8.824844906
281	8.824662721
282	8.824452906
283	8.824233248
284	8.824002736
285	8.823879918
286	8.823664157
287	8.823447436
288	8.823280245
289	8.823080236
290	8.822863917
291	8.822660019
292	8.822466394
293	8.822310035
294	8.822005679
295	8.821765059
296	8.821608273
297	8.821441935
298	8.821234201
299	8.821005407
300	8.820787381
301	8.820574637
302	8.820439244
303	8.820315229
304	8.820120588
305	8.819863715
306	8.819674927
307	8.819458081
308	8.819299793
309	8.819129851
310	8.818934303
311	8.818763024
312	8.818557584
313	8.81835313
314	8.818211193
315	8.818034591
316	8.817922147
317	8.817733608
318	8.817576021
319	8.817454608
320	8.817294814
321	8.817078833
322	8.816906571
323	8.816754808
324	8.816564996
325	8.816405618
326	8.816272186
327	8.816127795
328	8.815945114
329	8.815786651
330	8.815665167
331	8.815472036
332	8.815318877
333	8.815206256
334	8.815020296
335	8.814835117
336	8.81463322
337	8.814409999
338	8.814292626
339	8.814087472
340	8.813923618
341	8.813765335
342	8.813630745
343	8.813488933
344	8.813343325
345	8.813121584
346	8.812958744
347	8.812763969
348	8.812634503
349	8.812447791
350	8.812290192
351	8.81210941
352	8.811959234
353	8.811813747
354	8.811622884
355	8.811455498
356	8.811292233
357	8.811124417
358	8.810925962
359	8.810792471
360	8.810663887
361	8.81052059
362	8.81035175
363	8.810163779
364	8.81003236
365	8.809858971
366	8.809709821
367	8.809539135
368	8.809324485
369	8.809143999
370	8.808977529
371	8.808860875
372	8.808734334
373	8.808566485
374	8.80840825
375	8.808250782
376	8.8080945
377	8.807935972
378	8.807750097
379	8.80755565
380	8.807376429
381	8.807242696
382	8.807038846
383	8.806871863
384	8.806707519
385	8.806578258
386	8.806421824
387	8.806255208
388	8.806061391
389	8.80594209
390	8.805750104
391	8.805615641
392	8.805420599
393	8.805247091
394	8.805057896
395	8.804941384
396	8.804809998
397	8.804667805
398	8.804497784
399	8.804289056
400	8.804123221
401	8.803983942
402	8.803791582
403	8.803652323
404	8.803465921
405	8.803299244
406	8.803162141
407	8.80303697
408	8.802864516
409	8.802722935
410	8.802561244
411	8.802448531
412	8.802305001
413	8.802105264
414	8.801951013
415	8.801782971
416	8.801642069
417	8.80149908
418	8.801400637
419	8.801252977
420	8.801106267
421	8.800952484
422	8.800839218
423	8.800624896
424	8.800481775
425	8.800360934
426	8.80024402
427	8.800068809
428	8.79987303
429	8.799720269
430	8.799537225
431	8.799345229
432	8.799113306
433	8.798926908
434	8.798822005
435	8.798657352
436	8.798505678
437	8.798388049
438	8.798255853
439	8.798077562
440	8.797935092
441	8.797697355
442	8.797557973
443	8.797407416
444	8.797252245
445	8.797098011
446	8.796912348
447	8.796749874
448	8.79654147
449	8.796415808
450	8.796249805
451	8.796074026
452	8.795964643
453	8.795846006
454	8.795714813
455	8.795564439
456	8.795439303
457	8.795230014
458	8.795038858
459	8.794894308
460	8.79475668
461	8.794561732
462	8.794334116
463	8.794159657
464	8.793998675
465	8.793881034
466	8.793688101
467	8.793525601
468	8.793382161
469	8.793254499
470	8.793082387
471	8.792945385
472	8.792819698
473	8.792678699
474	8.792534075
475	8.792348024
476	8.792212193
477	8.79206086
478	8.791870155
479	8.791681816
480	8.791531598
481	8.791387595
482	8.791205601
483	8.791047704
484	8.790835725
485	8.790691167
486	8.790538599
487	8.79036273
488	8.790163709
489	8.790037911
490	8.789852681
491	8.789624292
492	8.789450785
493	8.789256521
494	8.789114954
495	8.788935907
496	8.788775193
497	8.788604058
498	8.788459688
499	8.788319168
500	8.788186645
501	8.788028236
502	8.787864975
503	8.787736675
504	8.787587463
505	8.787480352
506	8.787375359
507	8.787262155
508	8.787073803
509	8.786917722
510	8.786733302
511	8.786560382
512	8.786405626
513	8.786225575
514	8.786055829
515	8.785898749
516	8.785744697
517	8.785550421
518	8.785365716
519	8.785245284
520	8.785054383
521	8.784911302
522	8.784721745
523	8.784570496
524	8.784434588
525	8.784267272
526	8.784156924
527	8.784029492
528	8.783825157
529	8.783688873
530	8.783517105
531	8.783356714
532	8.783222349
533	8.783089641
534	8.782949153
535	8.782775399
536	8.782584788
537	8.782425872
538	8.782245975
539	8.78214561
540	8.782024377
541	8.781819532
542	8.781666766
543	8.781514888
544	8.781334034
545	8.781148163
546	8.780988757
547	8.780845415
548	8.780665388
549	8.780512785
550	8.78036897
551	8.78020882
552	8.780049719
553	8.779920198
554	8.779816778
555	8.77968236
556	8.779520028
557	8.7793342
558	8.779239628
559	8.779119225
560	8.778958898
561	8.778792908
562	8.778598141
563	8.778466632
564	8.778335863
565	8.778205308
566	8.778050281
567	8.777910039
568	8.777746598
569	8.777631892
570	8.77754821
571	8.777408781
572	8.777261966
573	8.777108811
574	8.776997377
575	8.776869107
576	8.776686026
577	8.776501828
578	8.776360245
579	8.776192285
580	8.77601717
581	8.775837786
582	8.775683881
583	8.775541844
584	8.775375039
585	8.775233565
586	8.775114556
587	8.774969317
588	8.774850246
589	8.774685015
590	8.774565884
591	8.774390713
592	8.774269129
593	8.774159435
594	8.774044311
595	8.773867584
596	8.773688167
597	8.773529251
598	8.773401181
599	8.773209434
600	8.773047955
601	8.772900459
602	8.772755489
603	8.772610867
604	8.772490521
605	8.77239462
606	8.772259558
607	8.772129248
608	8.771956542
609	8.771838846
610	8.77172986
611	8.771561462
612	8.771428409
613	8.771294278
614	8.771174559
615	8.77106605
616	8.770941601
617	8.770790686
618	8.770669424
619	8.770560588
620	8.770416991
621	8.770288136
622	8.770161224
623	8.769994973
624	8.769874647
625	8.769735402
626	8.769599835
627	8.769447859
628	8.769337241
629	8.769202318
630	8.769083826
631	8.768929501
632	8.768765904
633	8.768612076
634	8.768493339
635	8.768364273
636	8.768252036
637	8.768121991
638	8.767997987
639	8.767852066
640	8.767728225
641	8.767634633
642	8.767501378
643	8.767351361
644	8.767203893
645	8.767059085
646	8.766958496
647	8.766819687
648	8.766698004
649	8.766531548
650	8.766410426
651	8.7662791
652	8.7661353
653	8.766009215
654	8.765883558
655	8.765753264
656	8.765634353
657	8.765485097
658	8.765384362
659	8.765235161
660	8.765078198
661	8.764931319
662	8.764788487
663	8.764643853
664	8.764492716
665	8.764377304
666	8.764272056
667	8.764133852
668	8.764036974
669	8.763912153
670	8.763763993
671	8.76362783
672	8.763496347
673	8.763394757
674	8.763289834
675	8.76314777
676	8.763046232
677	8.762952778
678	8.762819963
679	8.762696117
680	8.762600298
681	8.762463189
682	8.76235405
683	8.762225173
684	8.762083481
685	8.761983174
686	8.76185896
687	8.761737224
688	8.76159927
689	8.761473462
690	8.761326214
691	8.761201199
692	8.761045835
693	8.760899772
694	8.760762756
695	8.760605223
696	8.760479497
697	8.760320965
698	8.760183633
699	8.760074824
700	8.75994836
701	8.759854797
702	8.759719206
703	8.759601754
704	8.759465203
705	8.759313159
706	8.759200976
707	8.759019477
708	8.758930499
709	8.758810212
710	8.758719043
711	8.758563018
712	8.758413707
713	8.75828166
714	8.758137645
715	8.758024986
716	8.757899538
717	8.75778604
718	8.757651847
719	8.757526462
720	8.757386909
721	8.757217892
722	8.757099339
723	8.757004476
724	8.756888554
725	8.756794732
726	8.756658459
727	8.756531165
728	8.756399945
729	8.756290358
730	8.756161119
731	8.756015463
732	8.755876804
733	8.755742067
734	8.755644369
735	8.755526056
736	8.755411192
737	8.755299044
738	8.755153575
739	8.755069754
740	8.754982691
741	8.75486467
742	8.754743639
743	8.754635029
744	8.754512723
745	8.754372813
746	8.754263387
747	8.754141023
748	8.754009416
749	8.753867022
750	8.753760313
751	8.753650843
752	8.753551288
753	8.753425746
754	8.753294845
755	8.753176812
756	8.753095233
757	8.752997952
758	8.752866898
759	8.752732886
760	8.752617507
761	8.752497005
762	8.752406101
763	8.752275571
764	8.752148132
765	8.752051081
766	8.751910143
767	8.751794555
768	8.751674774
769	8.751538886
770	8.751404876
771	8.751299353
772	8.751165417
773	8.751075369
774	8.750947734
775	8.750848417
776	8.750720688
777	8.750601465
778	8.750504129
779	8.750389381
780	8.750278906
781	8.750179922
782	8.750077071
783	8.74994681
784	8.749833499
785	8.749690668
786	8.749578183
787	8.749463357
788	8.749327744
789	8.749196501
790	8.749062883
791	8.748939021
792	8.748849232
793	8.748737815
794	8.748612234
795	8.748452223
796	8.748351647
797	8.748250781
798	8.748124756
799	8.747983479
800	8.747866909
801	8.74777747
802	8.747623612
803	8.747513448
804	8.74740191
805	8.747268791
806	8.747153449
807	8.747040954
808	8.746889833
809	8.746761474
810	8.746631276
811	8.746496982
812	8.746387189
813	8.74625722
814	8.746134484
815	8.745976186
816	8.745885457
817	8.745791272
818	8.745676312
819	8.745570454
820	8.745459286
821	8.745372678
822	8.745262012
823	8.745149698
824	8.745060893
825	8.744967138
826	8.74485648
827	8.744760186
828	8.744629613
829	8.744527197
830	8.744415604
831	8.744299304
832	8.744184706
833	8.744052595
834	8.743945947
835	8.743830036
836	8.743708013
837	8.743619848
838	8.743488451
839	8.743361975
840	8.743258335
841	8.743163919
842	8.743062744
843	8.742960628
844	8.742849014
845	8.742713067
846	8.742575281
847	8.74243241
848	8.742309793
849	8.742185537
850	8.742056896
851	8.741904164
852	8.741782134
853	8.741674802
854	8.741533002
855	8.741382042
856	8.741269926
857	8.741145959
858	8.741049509
859	8.7409436
860	8.740834303
861	8.740734533
862	8.740599125
863	8.740509769
864	8.740371978
865	8.740268459
866	8.740165394
867	8.740020836
868	8.739861691
869	8.739751801
870	8.739629019
871	8.739561262
872	8.739473555
873	8.739382976
874	8.73925253
875	8.739149585
876	8.739043329
877	8.738930448
878	8.738868648
879	8.738769206
880	8.738691384
881	8.738561623
882	8.73845683
883	8.738347712
884	8.738231608
885	8.738123312
886	8.738002213
887	8.737897693
888	8.737775461
889	8.737658105
890	8.737536738
891	8.73743816
892	8.73730748
893	8.737191396
894	8.73707317
895	8.736984075
896	8.736875141
897	8.736749909
898	8.73659973
899	8.73648788
900	8.736381896
901	8.736272929
902	8.73619315
903	8.736101483
904	8.736028128
905	8.735926927
906	8.735815517
907	8.735696696
908	8.735595809
909	8.735483943
910	8.735348469
911	8.735225535
912	8.735075635
913	8.734984497
914	8.734866749
915	8.734729883
916	8.734600601
917	8.734509558
918	8.734402592
919	8.734275014
920	8.73417023
921	8.734090304
922	8.733965374
923	8.733854181
924	8.73371526
925	8.733638805
926	8.733516496
927	8.733410497
928	8.733295551
929	8.733170368
930	8.733072366
931	8.732949265
932	8.73285856
933	8.732738356
934	8.732640971
935	8.73255467
936	8.73245303
937	8.732350592
938	8.732247448
939	8.732111847
940	8.731987088
941	8.731870507
942	8.731768149
943	8.731667557
944	8.731529865
945	8.731447918
946	8.731349392
947	8.731236924
948	8.731131701
949	8.731031837
950	8.730924909
951	8.730818503
952	8.730715833
953	8.730586554
954	8.730483379
955	8.730381856
956	8.730262973
957	8.730166473
958	8.730076551
959	8.72996259
960	8.729861693
961	8.729734141
962	8.729637061
963	8.729518914
964	8.729434565
965	8.729329795
966	8.729213993
967	8.729088964
968	8.728980422
969	8.728867559
970	8.728755751
971	8.728665483
972	8.728558147
973	8.7284591
974	8.728357773
975	8.728242172
976	8.728127232
977	8.728025861
978	8.727884574
979	8.727767831
980	8.727655833
981	8.727561834
982	8.727453037
983	8.72734339
984	8.72722216
985	8.727090858
986	8.72695778
987	8.726844193
988	8.726733896
989	8.726622731
990	8.726504762
991	8.726422729
992	8.72629661
993	8.726208542
994	8.726108551
995	8.726010165
996	8.725920068
997	8.725830823
998	8.725719524
999	8.725611172
1000	8.725521929
1001	8.725379735
1002	8.725299386
1003	8.725200975
1004	8.725124111
1005	8.725017485
1006	8.724908289
1007	8.72478869
1008	8.724703379
1009	8.724586172
1010	8.724517715
1011	8.72440841
1012	8.72432897
1013	8.724238223
1014	8.724156799
1015	8.724048581
1016	8.723968632
1017	8.723836076
1018	8.72374448
1019	8.723616974
1020	8.723483166
1021	8.723374143
1022	8.723249776
1023	8.723178937
1024	8.723060631
1025	8.722950586
1026	8.722859693
1027	8.72275938
1028	8.722662045
1029	8.722578354
1030	8.722449853
1031	8.722328377
1032	8.722223262
1033	8.72213834
1034	8.722051919
1035	8.721960942
1036	8.72186331
1037	8.721764266
1038	8.721667445
1039	8.7215746
1040	8.721475046
1041	8.721385996
1042	8.721308383
1043	8.721221658
1044	8.721112367
1045	8.721026555
1046	8.72093894
1047	8.720823535
1048	8.720682261
1049	8.720572656
1050	8.72046083
1051	8.720354365
1052	8.720241517
1053	8.720141846
1054	8.72004634
1055	8.719956315
1056	8.719877932
1057	8.719767857
1058	8.719640177
1059	8.719565588
1060	8.719443992
1061	8.719335432
1062	8.719234543
1063	8.71912651
1064	8.719002115
1065	8.718921431
1066	8.718831611
1067	8.718727352
1068	8.718624429
1069	8.718513562
1070	8.718391518
1071	8.718287364
1072	8.718192794
1073	8.718089309
1074	8.718014612
1075	8.717896625
1076	8.717822683
1077	8.717676472
1078	8.7175471
1079	8.717441738
1080	8.717366794
1081	8.717285485
1082	8.717194654
1083	8.717133132
1084	8.717043322
1085	8.71696666
1086	8.716873572
1087	8.716795342
1088	8.716708608
1089	8.716610651
1090	8.716482662
1091	8.716376502
1092	8.716265719
1093	8.71618961
1094	8.716097424
1095	8.716015481
1096	8.715935535
1097	8.71584997
1098	8.715750852
1099	8.715655085
1100	8.715541616
1101	8.715460044
1102	8.715372182
1103	8.715263441
1104	8.715122111
1105	8.71505542
1106	8.714974851
1107	8.71489594
1108	8.714795656
1109	8.71471414
1110	8.714633676
1111	8.714553289
1112	8.714439478
1113	8.714338423
1114	8.71424195
1115	8.714159904
1116	8.714038151
1117	8.713958627
1118	8.713867519
1119	8.713775309
1120	8.713659204
1121	8.713576972
1122	8.71349181
1123	8.713388222
1124	8.71328209
1125	8.713183168
1126	8.713074392
1127	8.712975613
1128	8.712874725
1129	8.712772695
1130	8.712680743
1131	8.712565604
1132	8.712478373
1133	8.712376943
1134	8.712292309
1135	8.712197477
1136	8.712061814
1137	8.711973357
1138	8.711880652
1139	8.711764314
1140	8.711652128
1141	8.711553339
1142	8.711448665
1143	8.711375144
1144	8.711295701
1145	8.711151875
1146	8.711039317
1147	8.710950291
1148	8.710863276
1149	8.710722591
1150	8.710628789
1151	8.710533746
1152	8.710438966
1153	8.710348378
1154	8.710261402
1155	8.710145427
1156	8.71005609
1157	8.709951373
1158	8.709854148
1159	8.709772273
1160	8.709686566
1161	8.709597737
1162	8.709511781
1163	8.709395258
1164	8.709289169
1165	8.709194325
1166	8.709104286
1167	8.708982006
1168	8.708863129
1169	8.708772556
1170	8.708658435
1171	8.708560526
1172	8.708464692
1173	8.708381714
1174	8.708270085
1175	8.708148152
1176	8.708047009
1177	8.707946576
1178	8.707856862
1179	8.707759002
1180	8.707678387
1181	8.707579418
1182	8.707470318
1183	8.707396395
1184	8.707330083
1185	8.707186933
1186	8.70703959
1187	8.706965479
1188	8.706855084
1189	8.706770663
1190	8.706671366
1191	8.706586319
1192	8.706457998
1193	8.706355192
1194	8.706223043
1195	8.706090318
1196	8.706013977
1197	8.705926287
1198	8.705853199
1199	8.705753916
1200	8.705671429
1201	8.705562987
1202	8.705467426
1203	8.705355596
1204	8.705234134
1205	8.705129487
1206	8.705008124
1207	8.704893769
1208	8.704793079
1209	8.704695379
1210	8.704605286
1211	8.704516944
1212	8.704449417
1213	8.704376479
1214	8.704307855
1215	8.704215377
1216	8.704131421
1217	8.704047806
1218	8.703967759
1219	8.703902616
1220	8.70378407
1221	8.703673871
1222	8.703585493
1223	8.703492167
1224	8.703394145
1225	8.703311969
1226	8.703240542
1227	8.703076602
1228	8.702962148
1229	8.702855531
1230	8.702760811
1231	8.702622574
1232	8.702542407
1233	8.70246716
1234	8.702376414
1235	8.702292495
1236	8.702192996
1237	8.702091131
1238	8.702008386
1239	8.701925144
1240	8.701828009
1241	8.701742106
1242	8.701667493
1243	8.701594587
1244	8.701532943
1245	8.701436889
1246	8.701336026
1247	8.701220178
1248	8.701108481
1249	8.700983416
1250	8.700906623
1251	8.7008203
1252	8.70069651
1253	8.700599654
1254	8.700478683
1255	8.7003828
1256	8.700281076
1257	8.700193853
1258	8.700083898
1259	8.699986829
1260	8.699895459
1261	8.699835049
1262	8.699746241
1263	8.699656018
1264	8.699562271
1265	8.69948581
1266	8.699393186
1267	8.699262758
1268	8.699199507
1269	8.699100432
1270	8.699039391
1271	8.698959993
1272	8.698847375
1273	8.698748183
1274	8.698654098
1275	8.698556622
1276	8.698474923
1277	8.698371467
1278	8.698252214
1279	8.698142291
1280	8.698031715
1281	8.697936361
1282	8.69785894
1283	8.697762386
1284	8.697677229
1285	8.697588691
1286	8.697468879
1287	8.697408992
1288	8.697311301
1289	8.697219456
1290	8.697110126
1291	8.697039197
1292	8.696939904
1293	8.696850773
1294	8.696781354
1295	8.696694095
1296	8.69662517
1297	8.69653706
1298	8.696467169
1299	8.696377923
1300	8.696282214
1301	8.696208184
1302	8.696097725
1303	8.696005361
1304	8.695886878
1305	8.695791269
1306	8.695700487
1307	8.695586304
1308	8.695491918
1309	8.695401856
1310	8.695303373
1311	8.695187195
1312	8.695078511
1313	8.694985471
1314	8.694909859
1315	8.694818977
1316	8.694732916
1317	8.694635948
1318	8.69455706
1319	8.694501043
1320	8.694394493
1321	8.694295905
1322	8.694208159
1323	8.694088439
1324	8.69398137
1325	8.693892342
1326	8.693809509
1327	8.693716394
1328	8.69362398
1329	8.693516495
1330	8.693460702
1331	8.693376554
1332	8.693283642
1333	8.693207099
1334	8.693096326
1335	8.693002653
1336	8.692884081
1337	8.692800705
1338	8.692727523
1339	8.692630998
1340	8.692548635
1341	8.692433777
1342	8.692343952
1343	8.692255131
1344	8.692181561
1345	8.692086185
1346	8.691999569
1347	8.69190309
1348	8.691810812
1349	8.691726026
1350	8.69160428
1351	8.691501367
1352	8.691404155
1353	8.691298651
1354	8.691193859
1355	8.69111123
1356	8.691023046
1357	8.6909265
1358	8.690867986
1359	8.690774042
1360	8.69065883
1361	8.690581064
1362	8.69047987
1363	8.690368007
1364	8.690283714
1365	8.690155713
1366	8.690045779
1367	8.689946362
1368	8.689838129
1369	8.689756548
1370	8.68968233
1371	8.689584988
1372	8.689497381
1373	8.689395795
1374	8.689298058
1375	8.689210229
1376	8.689118488
1377	8.689033691
1378	8.688945522
1379	8.688875023
1380	8.688794367
1381	8.68870958
1382	8.688611757
1383	8.688504618
1384	8.688427582
1385	8.688343375
1386	8.688258872
1387	8.68816765
1388	8.688103041
1389	8.687999416
1390	8.687882951
1391	8.687811241
1392	8.687720945
1393	8.687610896
1394	8.687532077
1395	8.687424917
1396	8.687324286
1397	8.6872234
1398	8.687126244
1399	8.687023076
1400	8.686914825
1401	8.686808923
1402	8.686741158
1403	8.68664507
1404	8.686535721
1405	8.686465862
1406	8.686394652
1407	8.686295529
1408	8.686216912
1409	8.686122874
1410	8.686038995
1411	8.685963113
1412	8.685891864
1413	8.685805004
1414	8.685689432
1415	8.685599778
1416	8.685487117
1417	8.685406769
1418	8.6853105
1419	8.685237084
1420	8.685146852
1421	8.685054083
1422	8.684993158
1423	8.684903935
1424	8.68485405
1425	8.684779674
1426	8.684661064
1427	8.684538062
1428	8.684450929
1429	8.684361455
1430	8.684286526
1431	8.684177334
1432	8.68408653
1433	8.684000493
1434	8.683920547
1435	8.683836719
1436	8.683728188
1437	8.683631052
1438	8.683535433
1439	8.683436273
1440	8.683389477
1441	8.683320702
1442	8.68323249
1443	8.68315039
1444	8.683091011
1445	8.682988177
1446	8.68289397
1447	8.682789613
1448	8.682704927
1449	8.682616885
1450	8.68252596
1451	8.682437908
1452	8.682353208
1453	8.68226454
1454	8.682171839
1455	8.682068549
1456	8.68199724
1457	8.681929804
1458	8.681815244
1459	8.681726772
1460	8.681634476
1461	8.681527433
1462	8.681450228
1463	8.681364915
1464	8.681279965
1465	8.681200898
1466	8.681122753
1467	8.681020282
1468	8.680940807
1469	8.68083836
1470	8.680774012
1471	8.680698489
1472	8.680619087
1473	8.680527853
1474	8.680445533
1475	8.680368693
1476	8.680287687
1477	8.680184331
1478	8.680088079
1479	8.679970277
1480	8.679877462
1481	8.679804665
1482	8.679703637
1483	8.679612163
1484	8.679530584
1485	8.679448851
1486	8.679356337
1487	8.679232512
1488	8.67915627
1489	8.679081891
1490	8.678996276
1491	8.678878426
1492	8.678800052
1493	8.678701237
1494	8.67863755
1495	8.678564014
1496	8.678469302
1497	8.678373823
1498	8.678280257
1499	8.678195945
1500	8.678090889
1501	8.677986029
1502	8.677898579
1503	8.677815525
1504	8.677746917
1505	8.67767436
1506	8.677590607
1507	8.677522387
1508	8.677431631
1509	8.677328788
1510	8.677232842
1511	8.677165602
1512	8.677065111
1513	8.676966177
1514	8.676863012
1515	8.676765862
1516	8.676690127
1517	8.676595699
1518	8.676516359
1519	8.676413608
1520	8.676333088
1521	8.676240526
1522	8.676158554
1523	8.676081709
1524	8.676009969
1525	8.675923499
1526	8.675818786
1527	8.675734128
1528	8.675661665
1529	8.675591488
1530	8.675507162
1531	8.675410346
1532	8.675331085
1533	8.675239742
1534	8.675132403
1535	8.675054239
1536	8.674985785
1537	8.674913244
1538	8.674814591
1539	8.674747731
1540	8.674659581
1541	8.674589091
1542	8.674495312
1543	8.674409761
1544	8.67432664
1545	8.674245176
1546	8.674151061
1547	8.674071038
1548	8.673951107
1549	8.673857564
1550	8.673752191
1551	8.673682292
1552	8.673635976
1553	8.673552275
1554	8.673469514
1555	8.673415992
1556	8.673338817
1557	8.673251017
1558	8.673159917
1559	8.673080159
1560	8.672990978
1561	8.67290394
1562	8.672828481
1563	8.672761802
1564	8.672662249
1565	8.672597542
1566	8.672519777
1567	8.672444432
1568	8.672387982
1569	8.672322021
1570	8.672212147
1571	8.672124291
1572	8.672008319
1573	8.671919236
1574	8.671811852
1575	8.671723849
1576	8.671639055
1577	8.671558806
1578	8.671483976
1579	8.671402198
1580	8.671288403
1581	8.671208679
1582	8.671144618
1583	8.6710835
1584	8.671004241
1585	8.670905848
1586	8.670824272
1587	8.670740469
1588	8.67067573
1589	8.67060183
1590	8.670529827
1591	8.670449619
1592	8.670366775
1593	8.670263627
1594	8.670183542
1595	8.670062042
1596	8.669969313
1597	8.669886236
1598	8.669779283
1599	8.669684967
1600	8.669611341
1601	8.669518751
1602	8.669425489
1603	8.669350598
1604	8.669270929
1605	8.669153177
1606	8.669075321
1607	8.668990035
1608	8.668879826
1609	8.668784378
1610	8.668712415
1611	8.668625723
1612	8.66854632
1613	8.66845393
1614	8.668361153
1615	8.668280714
1616	8.668163622
1617	8.668119626
1618	8.668043234
1619	8.667942933
1620	8.667862048
1621	8.667778534
1622	8.667691471
1623	8.667608023
1624	8.667522564
1625	8.667411204
1626	8.66734926
1627	8.667276308
1628	8.667219218
1629	8.667098885
1630	8.667001483
1631	8.666892986
1632	8.666808286
1633	8.666749801
1634	8.666680039
1635	8.666582552
1636	8.666488686
1637	8.66639691
1638	8.66632079
1639	8.666220591
1640	8.666115778
1641	8.666029465
1642	8.665942075
1643	8.665874488
1644	8.66579288
1645	8.665713517
1646	8.665652672
1647	8.665563605
1648	8.665450326
1649	8.665355952
1650	8.665285781
1651	8.665218609
1652	8.665129973
1653	8.665054344
1654	8.664940845
1655	8.664840734
1656	8.664738439
1657	8.664655544
1658	8.664584108
1659	8.664520938
1660	8.664432137
1661	8.664355713
1662	8.664287041
1663	8.664186665
